loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,status
L04138,C05137,Personal,1768634.38,12.74,06-11-2024,Closed
L04139,C01214,Car,4932246.35,13.99,19-07-2021,Active
L04140,C10228,Home,3438248.63,10.85,07-02-2024,Active
L04141,C06143,Car,591976.09,13.66,22-05-2025,Closed
L04142,C09583,Home,4736517.92,10.98,28-09-2023,Closed
L04143,C10666,Personal,4282191.85,13.93,05-07-2021,Active
L04144,C06582,Home,2711373.86,7.28,26-12-2024,Active
L04145,C07715,Home,2026176.42,14.23,22-02-2026,Closed
L04146,C04820,Home,1472366.1,14.03,02-02-2026,Closed
L04147,C03290,Home,3497682.27,8.99,25-07-2022,Closed
L04148,C00546,Car,3803565.1,11.45,19-11-2023,Closed
L04149,C00141,Personal,4719581.93,10,17-11-2025,Closed
L04150,C03888,Personal,705764.59,12.8,24-02-2025,Active
L04151,C01135,Personal,4355033.7,9.81,14-07-2025,Closed
L04152,C01937,Personal,2517449.32,13.11,22-07-2021,Active
L04153,C02843,Personal,3784409.29,9.63,12-07-2021,Active
L04154,C06139,Home,3413211.26,9.69,16-12-2023,Closed
L04155,C11917,Home,2535870.24,10.5,07-12-2021,Closed
L04156,C09995,Car,1332367.78,13.52,27-12-2023,Active
L04157,C10003,Personal,3677871.3,14.47,31-05-2022,Active
L04158,C05991,Car,3139116.53,7.84,10-08-2021,Closed
L04159,C04289,Home,539898.88,13.29,05-09-2023,Active
L04160,C00604,Car,2965153.02,11.2,01-08-2024,Active
L04161,C07598,Car,4630857.3,10.24,26-10-2024,Closed
L04162,C03683,Personal,3404522.64,14.25,09-08-2023,Active
L04163,C04739,Personal,1566913.37,10.23,07-04-2022,Active
L04164,C04120,Car,4767870.79,8.92,02-09-2022,Active
L04165,C02180,Personal,2712645.48,7.64,23-07-2022,Closed
L04166,C10999,Personal,-3830502.92,14.32,25-03-2025,Active
L04167,C04263,Personal,3883396.77,11.32,13-05-2024,Active
L04168,C08904,Car,587959.85,10.54,08-03-2022,Active
L04169,C03754,Car,133402.69,13.59,15-01-2026,Closed
L04170,C05909,Car,4095809.8,14.97,27-04-2023,Active
L04171,C11088,Personal,4384141.17,13.1,25-02-2024,Closed
L04172,C00591,Personal,170990.2,12.44,23-06-2022,Active
L04173,C08174,Home,2485606,10.49,29-04-2021,Closed
L04174,C03036,Home,1919342.22,8.03,07-09-2024,Active
L04175,C01889,Home,4449752.61,10.2,30-11-2021,Closed
L04176,C02779,Home,4706802.51,10.73,24-08-2021,Closed
L04177,C04123,Car,1534005.4,11.67,19-09-2025,Active
L04178,C11905,Personal,539735.13,10.14,27-03-2023,Active
L04179,C00519,Car,-2523007.3,11.47,03-12-2021,Active
L04180,C07329,Personal,1217160.81,7.8,29-11-2024,Closed
L04181,C07696,Home,1007847.7,9.57,06-12-2023,Closed
L04182,C10585,Home,3840543.23,9.46,12-12-2025,Active
L04183,C07073,Home,1349861.41,12.43,28-06-2025,Closed
L04184,C00308,Car,520022.37,12.56,22-07-2022,Active
L04185,C06809,Personal,3681247.46,7.31,25-02-2022,Active
L04186,C08248,Personal,3756098.75,13.23,28-02-2022,Active
L04187,C10120,Car,1202613.73,10.82,12-12-2024,Active
L04188,C06298,Personal,1189407.42,10.92,22-04-2026,Closed
L04189,C10824,Car,4306757.08,7.16,05-06-2022,Active
L04190,C04318,Personal,4985642.35,12.73,29-09-2024,Active
L04191,C06733,Personal,1133184.47,14.89,01-10-2024,Active
L04192,C11775,Car,1054990.11,12.49,30-12-2025,Closed
L04193,C10448,Car,1730637.11,14.12,09-02-2025,Active
L04194,C06099,Home,532007.63,7.89,16-03-2026,Closed
L04195,C07739,Car,117657.86,13.03,16-08-2025,Active
L04196,C01936,Home,3307567.63,7,08-03-2025,Closed
L04197,C09984,Personal,435898.59,10.96,18-05-2025,Closed
L04198,C00423,Car,3900380.51,10.87,15-03-2022,Closed
L04199,C08679,Home,3212192.32,11.77,14-08-2025,Closed
L04200,C02875,Car,470288.62,14.08,26-11-2022,Active
L04201,C04002,Home,4645985.51,10.47,04-03-2024,Closed
L04202,C02633,Personal,1003584.82,12.7,18-10-2021,Active
L04203,C03530,Personal,4670302.47,11.13,26-05-2025,Active
L04204,C07969,Car,3811978.09,7.66,12-03-2023,Closed
L04205,C00866,Car,2586418.93,13.92,12-05-2022,Active
L04206,C00844,Home,3048847.13,9.76,10-01-2026,Closed
L04207,C02307,Home,1833262.93,12.85,08-09-2021,Closed
L04208,C06138,Home,3811513.37,14.72,11-04-2022,Active
L04209,C07722,Car,4572453.93,8.43,22-01-2022,Active
L04210,C09794,Car,2941719.11,10.11,07-07-2021,Active
L04211,C00988,Personal,1478173.11,14.53,29-07-2023,Active
L04212,C01509,Personal,3101797.32,11.17,10-06-2024,Closed
L04213,C06635,Car,989775.71,10.21,06-09-2023,Active
L04214,C05077,Car,4195412,12.06,03-05-2024,Active
L04215,C00790,Car,4070073.46,12.02,11-12-2023,Active
L04216,C06740,Home,4040171.36,13.68,12-03-2022,Closed
L04217,C05229,Home,4651503.96,11.05,13-08-2022,Closed
L04218,C05393,Personal,373465.82,8.58,19-09-2022,Active
L04219,C08145,Car,1292914.22,12.49,15-09-2024,Closed
L04220,C00556,Car,2433764.79,9.68,06-10-2024,Active
L04221,C11357,Car,3552275.65,12.29,29-08-2023,Active
L04222,C11339,Home,3784792.06,10.13,23-03-2024,Active
L04223,C08383,Personal,4050930.55,10.94,06-10-2021,Closed
L04224,C02060,Personal,2935779.84,13.4,24-10-2023,Closed
L04225,C06060,Home,3535989.76,10.3,15-05-2021,Active
L04226,C04885,Personal,426178.19,13.09,18-08-2022,Active
L04227,C07491,Home,226733.46,13.46,06-05-2024,Active
L04228,C10754,Car,1627214.7,13.54,12-06-2021,Closed
L04229,C04813,Home,3203157.18,8.96,23-07-2024,Active
L04230,C10626,Car,3289809.72,8.83,29-04-2022,Active
L04231,C05902,Car,4529679.34,7.85,31-05-2025,Active
L04232,C01422,Car,374046.19,9.71,20-01-2026,Active
L04233,C05241,Car,1360788.83,12.38,24-07-2023,Active
L04234,C00786,Personal,261345.96,13.27,23-10-2025,Active
L04235,C04459,Home,1654649.27,8.85,23-01-2024,Closed
L04236,C09397,Personal,2705666.57,11.25,03-04-2025,Closed
L04237,C11978,Home,-4794736.99,10.84,27-06-2024,Closed
L04238,C09049,Personal,3962762.75,13.15,01-12-2024,Closed
L04239,C06911,Home,4887785.51,11.33,21-09-2021,Active
L04240,C02717,Home,3641956.98,11.17,02-05-2025,Active
L04241,C07384,Personal,2563147.71,8.15,13-09-2025,Closed
L04242,C10173,Car,3645450.99,14.34,23-10-2023,Closed
L04243,C00094,Home,2519814.4,14.72,27-07-2023,Closed
L04244,C09933,Personal,402323.15,14.54,28-10-2025,Closed
L04245,C11894,Car,4630109,13.01,27-07-2023,Closed
L04246,C10056,Personal,1424207.95,15,08-10-2022,Active
L04247,C07261,Home,1659274.15,14.92,02-08-2023,Closed
L04248,C08349,Car,2078727.88,14.72,23-04-2024,Closed
L04249,C00271,Car,4783550.42,11.85,29-01-2024,Closed
L04250,C03568,Car,3265497.97,8.08,25-03-2025,Closed
L04251,C07470,Home,235433.09,14.98,26-07-2023,Closed
L04252,C05986,Home,2927665.59,12.51,09-03-2023,Active
L04253,C09312,Personal,2303650.25,12.71,23-09-2024,Closed
L04254,C05723,Personal,2690533.2,7.27,30-03-2024,Active
L04255,C08964,Car,2527745.31,14.93,14-12-2022,Active
L04256,C01322,Home,124574,10.56,08-04-2022,Active
L04257,C04295,Home,1880901.87,11.49,04-05-2021,Closed
L04258,C06202,Car,845811.63,13.87,11-06-2021,Active
L04259,C03600,Personal,4741931.39,12.25,11-04-2023,Closed
L04260,C07039,Car,1294258,8.34,23-11-2022,Closed
L04261,C03039,Car,1390660.6,14.98,25-09-2024,Closed
L04262,C05404,Car,862394.16,9.99,20-02-2025,Active
L04263,C09000,Personal,623283.99,12.49,19-01-2024,Active
L04264,C09569,Personal,3260847.54,13.4,19-11-2021,Active
L04265,C08725,Car,3425053.97,12.24,10-07-2021,Active
L04266,C02760,Personal,105803.59,12.06,02-10-2022,Closed
L04267,C08933,Car,4342934.31,9.76,02-02-2026,Closed
L04268,C10767,Car,3736520.36,13.31,01-09-2023,Active
L04269,C06102,Personal,353373.81,8.07,30-08-2025,Active
L04270,C05705,Home,4152475.85,9.45,27-07-2021,Active
L04271,C04840,Car,862664.63,8.34,18-04-2025,Active
L04272,C03603,Home,2897404.44,13.31,07-07-2023,Closed
L04273,C02848,Car,1340883.82,13.12,11-02-2023,Closed
L04274,C04918,Home,4460166.06,11.73,19-10-2024,Closed
L04275,C10900,Home,352927.09,13.9,06-11-2022,Active
L04276,C05693,Personal,803610.06,7.91,29-06-2025,Closed
L04277,C08253,Home,1457535.38,7.97,22-12-2023,Active
L04278,C06482,Home,-4743456.86,11.81,09-09-2022,Active
L04279,C03982,Personal,4602676.26,9.18,28-07-2024,Active
L04280,C08803,Car,2241873.64,13.7,02-07-2022,Closed
L04281,C06828,Personal,417823.2,10.81,07-03-2023,Closed
L04282,C08904,Car,1389972.79,8.1,02-03-2023,Active
L04283,C05130,Car,2949348.94,10.88,07-03-2026,Active
L04284,C04609,Personal,4656540.81,11.03,26-07-2022,Active
L04285,C09294,Home,3852117.21,14.54,10-12-2025,Closed
L04286,C09808,Home,2192225.93,14.93,16-10-2023,Active
L04287,C02008,Home,4078565.4,14.46,10-06-2022,Closed
L04288,C08973,Personal,3105534.13,8.77,18-04-2025,Closed
L04289,C06592,Personal,4181826.05,7.68,21-03-2022,Active
L04290,C05483,Car,412344.71,7.95,31-07-2024,Closed
L04291,C04303,Personal,670545.61,10.65,27-03-2022,Active
L04292,C11027,Personal,1217773.4,12.34,19-10-2021,Active
L04293,C06438,Car,2115838.72,9.4,05-09-2024,Active
L04294,C04579,Car,3959018.41,8.47,15-12-2024,Closed
L04295,C09248,Personal,2446508.24,7.76,02-05-2023,Closed
L04296,C05578,Personal,2291470,9.63,26-04-2023,Active
L04297,C08811,Home,3620119.68,10.95,19-08-2025,Active
L04298,C01509,Car,79439.56,13.79,19-11-2024,Closed
L04299,C01267,Personal,4790509.8,12.24,18-02-2025,Active
L04300,C10411,Home,2523939.06,10.76,04-07-2024,Closed
L04301,C10330,Home,4524350.08,13.94,01-01-2022,Closed
L04302,C10564,Car,955847.41,12.71,14-03-2026,Closed
L04303,C02785,Car,2985751.27,14.5,09-02-2026,Closed
L04304,C11061,Personal,1971445.12,8.49,23-05-2024,Active
L04305,C04652,Car,4585524.53,13.84,02-12-2025,Closed
L04306,C05832,Personal,3320717.27,7.28,08-07-2021,Closed
L04307,C11631,Home,2109591.97,9.59,18-12-2021,Closed
L04308,C01135,Home,1459591.87,14.46,10-09-2022,Closed
L04309,C04688,Home,4582389.96,13.49,04-04-2026,Active
L04310,C04079,Personal,344238.66,9.55,26-08-2024,Active
L04311,C08788,Personal,2248590.14,14.28,03-01-2025,Active
L04312,C06112,Car,2087618.77,12.06,19-02-2024,Active
L04313,C02454,Personal,935285.38,7.61,24-07-2023,Active
L04314,C05353,Car,4434785.69,8.71,15-04-2023,Closed
L04315,C10232,Personal,1521630.54,8.68,25-11-2022,Closed
L04316,C08498,Personal,135882.75,13.1,20-01-2024,Active
L04317,C06880,Home,2988885.03,13.67,25-02-2026,Closed
L04318,C09097,Car,2602720.73,7.04,13-06-2024,Active
L04319,C06661,Car,1759448.61,14.36,24-07-2024,Active
L04320,C03634,Personal,921262.98,7.06,19-02-2025,Active
L04321,C01812,Home,4143495.11,12.94,15-11-2024,Active
L04322,C06727,Personal,972356.2,12.27,23-01-2026,Active
L04323,C04629,Personal,845988.84,9.48,04-03-2024,Active
L04324,C00905,Car,1178157.32,12.08,30-08-2024,Closed
L04325,C07539,Car,3785469.71,7.61,25-07-2023,Active
L04326,C07713,Personal,1238261.43,9.3,14-09-2023,Active
L04327,C02731,Car,3519174.01,8.27,07-08-2024,Active
L04328,C01379,Personal,335555.77,14.77,19-08-2025,Closed
L04329,C05927,Car,1033197.72,9.72,12-03-2024,Closed
L04330,C07438,Personal,382190.48,9.09,28-03-2023,Active
L04331,C02472,Home,3992260.45,7.9,11-06-2023,Active
L04332,C01624,Personal,2109541.08,11.27,18-07-2025,Active
L04333,C09992,Home,4183923.49,12.47,01-12-2025,Closed
L04334,C05135,Personal,3527588.82,14.19,06-06-2024,Active
L04335,C06764,Car,4835135.04,9.27,21-05-2023,Active
L04336,C05300,Personal,3945967.52,7.91,14-06-2025,Closed
L04337,C02897,Home,1889141.4,9.79,31-08-2023,Active
L04338,C08306,Personal,4882160.25,14.71,10-09-2025,Active
L04339,C04400,Personal,919269.34,11.51,20-11-2025,Active
L04340,C02511,Home,3554471.1,7.85,19-04-2025,Closed
L04341,C05009,Personal,1185769.85,14.22,05-08-2021,Closed
L04342,C07649,Personal,2972571.39,14.22,06-07-2021,Active
L04343,C07467,Car,3353592.71,7.31,08-05-2023,Active
L04344,C05460,Car,4363717.47,10.74,06-03-2022,Closed
L04345,C08759,Personal,3453271.07,11.31,19-12-2023,Active
L04346,C07944,Home,2594732.74,8.07,01-05-2021,Active
L04347,C04595,Personal,1447669.78,12.12,10-12-2024,Closed
L04348,C08641,Home,4131502.85,8.57,30-10-2025,Closed
L04349,C00624,Car,2184004.17,12.6,28-04-2023,Closed
L04350,C04625,Car,2723541.85,7.23,05-12-2023,Closed
L04351,C08699,Home,2645763.69,11.14,04-07-2024,Closed
L04352,C06363,Car,3105274.2,9.48,13-01-2023,Closed
L04353,C08641,Home,1568830.57,9.95,07-10-2022,Closed
L04354,C04415,Home,873661.54,9.12,25-08-2021,Closed
L04355,C06011,Car,4525753.27,11.65,20-09-2023,Active
L04356,C03466,Car,4387273.85,13.7,03-09-2024,Closed
L04357,C06280,Personal,4497117.99,7.38,22-02-2026,Closed
L04358,C01128,Car,4614663.76,8.55,12-07-2025,Active
L04359,C02613,Home,1434678.91,11.63,09-05-2024,Active
L04360,C11905,Personal,4491851.27,12.81,08-06-2021,Closed
L04361,C10262,Personal,4399152.14,13.72,28-07-2021,Active
L04362,C02606,Home,738157.2,9.72,27-06-2021,Active
L04363,C00136,Personal,3316664.69,7.84,03-11-2021,Active
L04364,C08506,Home,3917132.96,13.65,17-06-2021,Closed
L04365,C11732,Home,2995679.42,9.84,13-02-2024,Closed
L04366,C02947,Home,2101646.06,7.98,17-01-2024,Active
L04367,C11608,Car,2188759.03,8.68,30-06-2022,Active
L04368,C04117,Personal,1622363.75,12.42,17-02-2026,Active
L04369,C03398,Home,1380966.13,8.46,03-06-2025,Closed
L04370,C02540,Home,3590237.32,8.47,28-07-2025,Active
L04371,C05446,Personal,1605413.32,9.87,13-06-2024,Active
L04372,C10700,Car,4218054.68,13.9,01-08-2024,Active
L04373,C04117,Car,1232794.42,13.87,14-04-2024,Active
L04374,C07118,Personal,410478.68,11.53,03-11-2024,Active
L04375,C06066,Car,2573927.82,7.05,15-12-2023,Closed
L04376,C10649,Home,3789097.27,11.55,17-10-2023,Closed
L04377,C01898,Car,2502668.9,13.94,18-07-2024,Active
L04378,C07859,Home,938594.94,11.49,08-12-2025,Closed
L04379,C00047,Home,4859882.07,12.78,22-05-2024,Closed
L04380,C05988,Home,206043.08,12.31,09-10-2024,Active
L04381,C10774,Home,4736772.43,13.42,02-07-2022,Closed
L04382,C08775,Personal,1373561.73,7.07,12-11-2022,Closed
L04383,C08109,Personal,3033717.83,14.25,21-09-2023,Active
L04384,C00980,Home,3499986.74,13.21,16-01-2024,Active
L04385,C03855,Car,4828069.86,12.67,02-07-2025,Closed
L04386,C07446,Personal,1156986.18,7.53,11-06-2023,Active
L04387,C07845,Personal,3149406.21,9.87,05-01-2024,Closed
L04388,C02678,Home,4263785.54,14.47,18-07-2021,Closed
L04389,C11655,Home,2091380.69,8.88,23-06-2024,Active
L04390,C03618,Car,271060.1,11.74,10-10-2022,Active
L04391,C01102,Car,1536068.79,10.85,07-03-2026,Closed
L04392,C07173,Car,858022.96,14.09,28-10-2023,Active
L04393,C06701,Home,3078225.99,11.29,08-12-2021,Active
L04394,C00939,Home,3327585.27,13.11,07-11-2023,Closed
L04395,C00530,Home,3378865.26,14.48,02-01-2023,Active
L04396,C05227,Personal,1467026.98,13.93,09-10-2025,Active
L04397,C02908,Car,4665912.61,10.99,21-12-2025,Closed
L04398,C06950,Personal,3543564.05,9.24,24-09-2025,Active
L04399,C10089,Personal,2681798.56,13.16,19-09-2024,Active
L04400,C07773,Car,2351682.31,11.19,25-10-2022,Closed
L04401,C01008,Personal,170445.43,7.31,01-09-2022,Active
L04402,C09487,Personal,144049.21,11.86,17-07-2021,Active
L04403,C05432,Personal,1498789.32,7.27,11-02-2023,Closed
L04404,C07232,Home,726854.95,8.91,28-12-2022,Closed
L04405,C00993,Home,322557.58,8.69,26-12-2022,Closed
L04406,C08596,Car,1886814.54,10.81,09-01-2023,Closed
L04407,C00552,Personal,4871226.89,12.98,19-02-2024,Closed
L04408,C03075,Car,3326062.38,12.62,09-01-2025,Active
L04409,C05482,Car,911427.99,11.04,28-06-2024,Closed
L04410,C04379,Personal,1348494.9,14.87,13-11-2021,Closed
L04411,C07555,Car,796446.59,14.43,02-06-2022,Closed
L04412,C10575,Car,653685.79,11,07-02-2025,Closed
L04413,C09751,Car,4755891.29,8.73,29-10-2023,Active
L04414,C04942,Personal,3345915.65,10.21,21-12-2025,Closed
L04415,C00816,Car,2736525.6,11.65,23-04-2026,Active
L04416,C02538,Home,316252.82,8.53,04-05-2023,Active
L04417,C09697,Home,4443950.67,14.14,04-12-2025,Closed
L04418,C08896,Home,1066546.24,12.01,14-08-2023,Active
L04419,C06020,Car,2475580.01,13.22,17-04-2022,Closed
L04420,C10533,Home,162315.98,13.07,03-10-2022,Closed
L04421,C02720,Personal,2116311.67,7.28,05-02-2024,Active
L04422,C06297,Car,1891350.66,9.04,18-10-2021,Active
L04423,C06488,Personal,1055742.08,11.12,22-09-2022,Active
L04424,C06393,Car,3271846.6,14.85,24-02-2026,Closed
L04425,C01332,Home,3796418.98,11.92,07-08-2022,Active
L04426,C00612,Personal,4009942.28,14.38,04-11-2023,Active
L04427,C04360,Personal,4588292.97,7.69,03-01-2026,Closed
L04428,C08033,Personal,2991567.32,7.75,09-01-2023,Closed
L04429,C05234,Car,3327062.72,8.55,11-08-2023,Active
L04430,C09705,Personal,4131885.05,14,25-06-2024,Closed
L04431,C06726,Car,3567226.01,8.88,01-09-2022,Closed
L04432,C01732,Home,2496763.59,8.19,11-06-2022,Active
L04433,C02785,Personal,2903998.57,14.32,18-08-2024,Closed
L04434,C01157,Car,4880400.61,11.68,23-09-2025,Closed
L04435,C03739,Personal,3431390.89,12.46,12-08-2022,Closed
L04436,C01375,Car,2359596.68,7.54,14-01-2024,Closed
L04437,C07506,Home,4945619.36,7.17,24-05-2021,Active
L04438,C03845,Home,1781870.32,13.68,20-11-2021,Closed
L04439,C10243,Car,652770.16,12.47,23-09-2025,Closed
L04440,C01093,Home,3965237.81,14.73,10-05-2022,Closed
L04441,C00440,Car,1187909.63,9.67,11-10-2025,Closed
L04442,C08498,Car,951356.12,8.97,08-08-2024,Closed
L04443,C07550,Car,2925462.22,14.62,23-02-2026,Closed
L04444,C07381,Home,2372063.18,11.26,23-10-2021,Active
L04445,C06841,Home,574906.65,7.61,10-05-2024,Active
L04446,C10383,Personal,569433.97,9.97,20-02-2024,Closed
L04447,C06898,Car,2683594.16,11.61,05-03-2026,Active
L04448,C06317,Personal,1326030.04,7.57,19-03-2026,Active
L04449,C04922,Home,1539680.27,8.2,19-08-2021,Closed
L04450,C11111,Home,4333737.81,13.46,24-07-2025,Closed
L04451,C10045,Car,1367637.82,11.85,06-02-2022,Closed
L04452,C10717,Car,2662323.54,12.66,07-05-2025,Closed
L04453,C08653,Car,4666921.16,12.71,17-10-2022,Closed
L04454,C11636,Car,837232.38,10.08,02-05-2024,Active
L04455,C11281,Home,3965075.52,10.1,29-01-2022,Active
L04456,C03272,Home,2107221.1,9.46,21-03-2024,Closed
L04457,C06207,Personal,3309750.91,10.76,22-02-2024,Closed
L04458,C01288,Car,3403880.96,7.92,10-09-2023,Closed
L04459,C03895,Personal,4692516.34,14.46,22-07-2024,Active
L04460,C02651,Car,3006967.05,11.49,26-07-2023,Closed
L04461,C02206,Personal,550283.31,11.21,05-02-2023,Active
L04462,C00890,Home,1557106.38,9.84,10-09-2023,Active
L04463,C02489,Home,262950.67,9.53,18-10-2021,Closed
L04464,C11499,Personal,940440.04,12.04,28-03-2025,Active
L04465,C03812,Personal,626984.46,11.58,10-08-2021,Active
L04466,C03975,Car,1900742.31,11.25,13-06-2022,Active
L04467,C04373,Home,3790113.39,9.53,03-03-2023,Closed
L04468,C03016,Car,3406044.74,10.56,30-11-2023,Active
L04469,C03335,Car,1173456.37,9.93,08-01-2026,Closed
L04470,C06210,Car,4141729.31,11.83,11-07-2022,Closed
L04471,C06590,Home,1484640.3,12.99,24-05-2025,Active
L04472,C08720,Personal,4553071.04,10.5,07-06-2022,Active
L04473,C02951,Home,3582192.53,11.33,14-04-2022,Closed
L04474,C07350,Car,4999654.47,13.58,02-05-2021,Closed
L04475,C01288,Personal,1768379.25,10.22,25-02-2025,Closed
L04476,C02310,Personal,-4118893.81,12.9,09-01-2025,Closed
L04477,C05424,Home,2580607.76,11.47,23-04-2025,Closed
L04478,C03428,Personal,4313633.17,9.74,21-01-2024,Closed
L04479,C10690,Personal,3749922.87,14.14,28-04-2023,Closed
L04480,C05321,Personal,409209.83,12.94,11-02-2025,Active
L04481,C11368,Car,3547793.43,8.27,29-04-2022,Active
L04482,C03080,Home,3035953.1,11,22-05-2024,Closed
L04483,C09546,Car,98385.93,12.66,19-12-2023,Closed
L04484,C09605,Home,4683992.74,7.89,22-05-2021,Active
L04485,C07139,Car,2944090.27,8.52,30-04-2022,Active
L04486,C09806,Home,1626834.89,14.93,22-02-2024,Closed
L04487,C08339,Car,610511.54,11.96,05-12-2024,Closed
L04488,C00582,Car,2406035.9,14.69,18-09-2022,Closed
L04489,C03760,Car,1847621.01,8.88,20-05-2025,Active
L04490,C03666,Car,2506371.07,14.23,22-07-2022,Active
L04491,C00459,Home,-2309115.82,13.36,26-03-2025,Active
L04492,C02232,Home,2794830.49,12.84,12-01-2022,Active
L04493,C05483,Car,1479703.72,8.08,14-08-2025,Closed
L04494,C09915,Personal,1606480.26,8.52,09-11-2024,Closed
L04495,C01407,Personal,4164676.89,7.56,14-02-2025,Active
L04496,C04210,Home,2228391.06,8.02,28-11-2025,Closed
L04497,C06930,Personal,1120433.62,8.65,24-07-2023,Active
L04498,C00133,Car,3085233.77,13.89,15-05-2022,Closed
L04499,C03041,Car,2858458.91,7.4,05-04-2022,Active
L04500,C02028,Personal,554445.21,14.4,23-08-2025,Closed
L04501,C07772,Home,-3387603.02,11.74,16-02-2025,Closed
L04502,C05705,Home,4718714.29,13.8,12-01-2022,Active
L04503,C01876,Personal,1313456.67,10.7,12-04-2025,Active
L04504,C03052,Home,4792983.66,11.36,29-03-2026,Closed
L04505,C02266,Home,4796642.33,14.03,23-11-2025,Closed
L04506,C11922,Home,3347035.94,12.51,02-07-2022,Closed
L04507,C10051,Home,468665.9,14.39,09-07-2025,Closed
L04508,C06969,Personal,3569707.49,7.54,05-12-2025,Closed
L04509,C01480,Home,2686237.07,12.83,28-05-2022,Active
L04510,C07337,Car,1329769.32,11.45,14-04-2025,Closed
L04511,C07573,Personal,2204268.43,9.09,16-04-2025,Closed
L04512,C03365,Home,1926904.52,10.53,16-03-2024,Closed
L04513,C01788,Car,741916.22,14.55,26-11-2022,Active
L04514,C05734,Home,4777566.56,10.23,19-05-2022,Closed
L04515,C11894,Home,4654422.81,10.6,29-11-2025,Active
L04516,C11693,Home,1168089.29,9.95,28-04-2024,Closed
L04517,C02535,Personal,4876379.22,8.64,22-06-2025,Active
L04518,C04993,Car,-4670629.74,12.49,02-04-2023,Active
L04519,C08210,Car,4283862.94,14.41,11-12-2021,Closed
L04520,C03131,Home,2241983.73,14.99,21-05-2024,Active
L04521,C03088,Car,1176826.04,11.44,22-03-2022,Closed
L04522,C11417,Personal,2094945.96,11.28,06-09-2023,Closed
L04523,C09719,Home,2167344.73,12.03,20-01-2025,Active
L04524,C01238,Home,2196820.49,9.6,29-04-2023,Active
L04525,C07662,Home,3114619.74,11.42,04-07-2024,Active
L04526,C10416,Home,1958032.52,13.78,22-07-2021,Active
L04527,C07151,Personal,3517448.28,7.15,12-08-2023,Active
L04528,C02372,Personal,2500502.57,14.29,18-02-2025,Active
L04529,C09073,Car,3950280.47,8.74,31-01-2026,Active
L04530,C07052,Personal,3549246.71,12.93,05-02-2025,Active
L04531,C02136,Personal,1733841.54,13.88,05-06-2023,Closed
L04532,C07976,Car,4955824.67,14.23,20-07-2025,Active
L04533,C10421,Car,805499.82,14.54,21-07-2021,Closed
L04534,C02236,Home,4222332.44,12.98,30-01-2026,Closed
L04535,C09719,Home,858271.82,7.97,05-01-2024,Active
L04536,C11254,Home,429434.91,11.07,19-05-2025,Closed
L04537,C06920,Car,4794365.89,8.78,14-12-2022,Closed
L04538,C08280,Home,687841.82,12.94,08-08-2024,Closed
L04539,C09562,Home,2032674.11,9.51,13-09-2025,Active
L04540,C10814,Personal,789291.2,13.9,21-06-2024,Active
L04541,C00554,Personal,2866841.2,14.63,27-01-2022,Closed
L04542,C05194,Home,3354160.62,7.79,01-02-2023,Closed
L04543,C11582,Personal,1026305.01,11.08,17-07-2021,Closed
L04544,C08857,Home,2473068.99,7.56,03-02-2024,Active
L04545,C07679,Car,1349324.85,7.21,19-12-2021,Closed
L04546,C05800,Car,4193392.5,7.04,20-10-2023,Active
L04547,C02523,Car,4804438.33,14.19,05-02-2024,Closed
L04548,C02234,Home,1848384.19,8.64,10-01-2022,Closed
L04549,C08358,Car,2992181.71,12.17,29-08-2025,Active
L04550,C06530,Car,1111351.62,10.04,08-06-2025,Active
L04551,C03997,Personal,4092774.79,12.13,06-06-2023,Active
L04552,C05330,Home,2875827.21,8.07,30-06-2025,Closed
L04553,C11701,Home,1846524.18,10.83,29-06-2022,Closed
L04554,C11869,Personal,2398165.93,10.36,05-04-2025,Closed
L04555,C00848,Personal,3499601.41,7.6,22-07-2022,Closed
L04556,C01030,Home,2576615.19,11.02,29-12-2022,Active
L04557,C05137,Personal,1264429.73,13.61,28-02-2024,Active
L04558,C02214,Car,2338812.91,10.71,22-08-2022,Closed
L04559,C05132,Home,2855701.58,11.87,23-12-2024,Closed
L04560,C01226,Car,2096539.9,10.37,18-10-2021,Active
L04561,C00033,Home,1211955.37,10.94,06-07-2024,Closed
L04562,C00917,Personal,2532463.03,10.39,12-11-2022,Active
L04563,C03968,Car,492428.71,11.42,30-07-2021,Closed
L04564,C00016,Personal,1227960.29,11.49,10-04-2025,Active
L04565,C11750,Car,3333033.35,11.09,18-08-2023,Active
L04566,C02135,Personal,2061776.86,11.4,17-09-2021,Active
L04567,C07340,Personal,1158210.01,9.66,15-05-2021,Closed
L04568,C07415,Car,2544613,9.44,09-06-2021,Closed
L04569,C01818,Home,1629818.42,7.18,17-11-2021,Closed
L04570,C07560,Personal,470869.79,11.04,25-11-2025,Closed
L04571,C03821,Home,4246983.23,9.36,20-10-2023,Closed
L04572,C06148,Home,4717221.7,9.22,17-12-2025,Active
L04573,C04575,Personal,225910.4,14.18,27-06-2022,Closed
L04574,C10877,Car,2297647.24,14.02,10-04-2026,Active
L04575,C11851,Home,1528793.16,13.7,16-02-2022,Active
L04576,C11786,Personal,-3384422.99,9.82,05-12-2023,Closed
L04577,C09233,Home,1686440.64,13.1,23-10-2024,Active
L04578,C03483,Home,3379275.21,14.07,04-10-2021,Active
