customer_id,loan_amount,balance
C02672,4981418.97,265372.97
C02672,4981418.97,303748.55
C04517,3909400.91,68998.23
C04517,3909400.91,358713.15
C00536,4594030.44,-106087.44
C00536,4594030.44,44456.51
C07303,754023.91,55674.37
C08218,3471338.91,191193.44
C08218,3471338.91,251090.51
C08218,3471338.91,266882.74
C03973,730331.06,36985.05
C11388,4151924.25,41762.6
C10889,4232942.65,27019.06
C10889,4232942.65,301371.83
C06751,3386315.73,94733.0
C05650,3483856.14,305078.08
C08449,4217299.6,405952.37
C07810,520655.83,14232.35
C00217,2504488.45,154870.94
C08825,4327787.03,23110.32
C08825,4327787.03,49113.36
C08825,4327787.03,235281.13
C08636,2786338.27,66823.8
C06476,1637080.12,94785.72
C08678,2214421.35,142776.02
C01347,3972864.0,353508.61
C01020,2524721.28,68522.83
C01020,2524721.28,133476.92
C08580,3700618.52,131012.17
C08580,3700618.52,194517.73
C00950,3523684.62,-172205.58
C01355,1476836.69,7064.29
C09426,818925.73,18333.12
C11647,4219499.72,262566.51
C11296,4350656.27,148989.76
C01523,3598549.65,238156.48
C01523,3598549.65,285471.31
C10797,3709516.23,187560.91
C10797,3709516.23,363701.01
C07739,2326958.2,209821.1
C00793,4838299.9,382202.0
C09129,1453042.31,131628.53
C11073,2107039.65,127362.59
C00851,3535249.89,27154.12
C00851,3535249.89,31163.31
C07096,1199020.82,349.59
C08223,1137140.98,-89446.52
C11268,1777151.28,-56824.72
C11546,2751698.04,-467127.5
C11546,2751698.04,101653.74
C04197,4101149.68,6488.42
C04197,4101149.68,289699.51
C11763,4104273.59,18202.49
C11763,4104273.59,326220.16
C10991,3326522.17,274935.52
C10991,3326522.17,322881.97
C11243,2905837.5,108301.86
C04101,3993686.37,304009.58
C01535,3433300.12,148460.46
C08686,530755.34,855.76
C03513,3581553.01,45905.28
C03513,3581553.01,70985.87
C03513,3581553.01,302369.33
C01924,3055765.73,15978.53
C01924,3055765.73,144860.76
C01924,3055765.73,225071.06
C06468,1687245.5,9123.52
C00663,3808092.26,55137.85
C01232,927818.47,-98956.41
C04480,3022706.56,479.08
C04480,3022706.56,265799.68
C08256,2482486.03,79763.2
C08256,2482486.03,210515.46
C09275,4289943.7,124742.5
C02337,4170491.06,99092.01
C03960,2183542.04,9524.46
C03960,2183542.04,93578.43
C03960,2183542.04,98774.31
C09015,4193106.43,97988.94
C05748,3484659.24,28260.81
C09775,4800029.76,297327.97
C02870,3041051.81,220536.86
C02870,3041051.81,275305.61
C06455,3262201.73,-301906.87
C06455,3262201.73,213103.24
C04707,1674136.31,152776.34
C01980,3515339.33,53090.09
C01980,3515339.33,278082.84
C08694,3586507.6,96322.06
C08694,3586507.6,357562.76
C11916,3316334.58,157810.83
C09883,2807238.99,204377.37
C09202,4737476.21,316783.34
C09202,4737476.21,376988.76
C07156,4477194.73,296199.26
C07843,765697.82,61571.66
C09572,2301437.94,112258.06
C02319,256618.63,-394256.77
C06468,2520789.84,9123.52
C06468,2520789.84,231829.11
C05160,2587531.42,16666.5
C05160,2587531.42,166607.58
C04820,1412775.15,136690.89
C04828,4113513.79,19903.79
C04828,4113513.79,379489.48
C09833,3122682.56,262880.58
C07179,1567847.45,15373.35
C11954,3388794.22,115240.62
C11954,3388794.22,269071.75
C11050,387893.95,10582.85
C09959,2301075.2,70969.85
C09959,2301075.2,114245.84
C09959,2301075.2,203929.8
C10189,2927808.87,281395.58
C09151,2924923.69,3064.5
C02783,1271654.43,102749.62
C02040,3244649.67,222510.63
C02040,3244649.67,299605.07
C10445,4220592.87,239273.73
C05881,386034.32,31993.45
C02158,2813990.62,38305.78
C06874,4704520.16,466504.46
C01421,3268005.34,322593.55
C08972,4266695.39,162881.13
C08972,4266695.39,246494.17
C08972,4266695.39,381843.56
C10722,3985608.08,359940.61
C02246,1001487.84,16990.57
C01157,4600835.97,378097.99
C03688,4862668.99,175684.99
C08156,3910380.63,176921.73
C08156,3910380.63,311219.3
C08156,3910380.63,365988.98
C03621,4284379.37,215109.02
C04294,3251734.67,165236.48
C04294,3251734.67,250679.22
C00620,3712862.52,25900.21
C04712,4103851.21,197723.27
C09342,1003389.06,45475.95
C09342,1003389.06,58363.7
C11035,2789154.15,35244.69
C11401,4202072.28,356748.59
C07580,3464060.93,179487.63
C09007,3326391.98,261823.25
C08850,1319567.12,70155.87
C04041,591401.87,-87777.5
C03431,1144948.3,42961.33
C11768,2405314.11,-210851.08
C11768,2405314.11,105863.53
C08372,3985925.93,276852.57
C06977,1360495.87,105075.38
C10412,1514770.29,97045.68
C10412,1514770.29,135618.35
C06208,4268643.31,51704.92
C06208,4268643.31,366510.63
C08467,4556719.93,153167.29
C00799,2997517.93,168826.91
C00308,3647847.32,104556.29
C00441,3446263.43,30012.3
C00441,3446263.43,45380.59
C00441,3446263.43,86714.57
C00441,3446263.43,308972.5
C06468,3872587.14,9123.52
C06468,3872587.14,231829.11
C10941,3169593.21,150195.53
C08447,2232490.19,126221.84
C00453,1526261.74,144417.52
C02714,2397274.24,239148.5
C10902,2857412.93,103851.77
C10902,2857412.93,129009.54
C10902,2857412.93,267764.93
C11419,4306016.87,-414240.5
C11419,4306016.87,135666.04
C10078,3129713.27,51487.99
C10078,3129713.27,113386.48
C02862,4362598.28,215386.74
C05088,2454649.74,26229.09
C07429,3243044.19,298442.78
C11176,2240630.64,8259.56
C04003,2016395.41,-376249.48
C04003,2016395.41,156766.58
C11316,1477076.55,29670.94
C05455,2993468.29,106224.93
C05455,2993468.29,231268.69
C11875,4581977.09,205281.25
C11875,4581977.09,441618.08
C06822,3359233.86,41028.73
C03716,1034118.82,38758.35
C00078,2818229.92,262267.37
C00078,2818229.92,264922.0
C05482,4929072.68,226873.01
C09770,1340591.34,15907.93
C06503,2272392.02,131600.73
C02819,4315574.83,28905.23
C09868,4555406.96,171843.72
C09868,4555406.96,257669.92
C08045,4655660.91,70553.26
C02669,2341746.19,-481621.31
C03355,4545377.06,334216.55
C06543,2551602.82,170692.47
C03676,4210840.15,43382.66
C04252,3772661.51,284223.26
C04252,3772661.51,343314.78
C00117,3361978.72,160195.54
C05516,1836784.15,-213628.86
C05516,1836784.15,71245.38
C00192,3514759.53,303859.07
C04583,1871108.99,139493.17
C01464,4025748.72,15504.58
C01464,4025748.72,143744.0
C06140,3418701.01,277142.58
C11692,2791855.53,220122.28
C08981,2432607.94,11084.32
C04421,3698225.93,623.58
C04421,3698225.93,88928.41
C04421,3698225.93,116627.34
C04421,3698225.93,342576.18
C04430,3982051.05,341624.32
C04430,3982051.05,388761.68
C05008,1270950.67,5366.39
C04028,1245123.53,14171.0
C03362,4904984.51,441582.5
C03362,4904984.51,475843.52
C07720,1255012.82,63364.38
C04662,2888993.49,-487935.1
C09937,2471780.38,-352994.79
C01427,1636601.55,58244.26
C02210,3651379.85,35727.68
C02210,3651379.85,232345.32
C07772,1962142.48,160086.33
C06476,1373818.87,94785.72
C01911,2924000.8,48947.85
C10704,4285007.96,201689.68
C04648,2651151.15,44033.62
C04648,2651151.15,50333.35
C04648,2651151.15,119913.88
C10583,2654718.11,23259.4
C10583,2654718.11,180388.89
C08869,4720486.79,-364303.65
C08869,4720486.79,389604.52
C08869,4720486.79,463753.88
C03260,3849390.68,349151.29
C03260,3849390.68,353029.03
C00143,3880688.91,142757.89
C00143,3880688.91,257216.3
C00143,3880688.91,343372.63
C05593,1162066.25,95088.24
C07352,3024643.39,112864.52
C07352,3024643.39,220201.27
C07390,3445538.12,137187.13
C07390,3445538.12,213882.53
C07528,4780561.21,58032.39
C02011,2923181.03,35060.79
C07353,4609376.99,759.35
C07353,4609376.99,422514.83
C07457,4903526.32,338166.2
C07457,4903526.32,465434.07
C04048,1957208.75,31808.07
C10999,4026179.62,172754.74
C09278,3458688.79,184822.43
C09278,3458688.79,322468.4
C10204,4773540.51,101870.88
C10204,4773540.51,376233.61
C01510,4953568.8,41151.8
C01510,4953568.8,445077.51
C01510,4953568.8,447823.04
C02752,4260963.65,107009.92
C00768,3648061.41,236534.36
C09632,2078307.9,94315.39
C09632,2078307.9,194820.83
C11054,3087237.3,94424.33
C11054,3087237.3,97361.1
C00463,729488.11,23877.99
C08787,4937220.32,14237.68
C08787,4937220.32,38429.58
C03706,2797523.01,167391.7
C11499,374921.7,35912.09
C05093,3614452.48,94166.98
C02246,2408307.2,16990.57
C08156,2619809.08,176921.73
C06992,2320710.01,67234.79
C11298,4912346.09,620.55
C11298,4912346.09,182155.51
C11601,4245686.95,25225.29
C03252,3391338.91,282375.93
C00329,777913.69,-278584.28
C11996,4758052.62,112060.51
C02238,3756385.93,77666.56
C02238,3756385.93,122919.84
C02238,3756385.93,163853.11
C02238,3756385.93,275937.0
C01201,1995004.17,83875.63
C01201,1995004.17,119636.35
C06902,4632501.1,180298.64
C06902,4632501.1,257171.59
C06902,4632501.1,442636.96
C04941,3253149.15,103312.25
C09398,2623847.47,104347.93
C09795,3520453.51,68117.64
C07014,2578816.23,535.02
C07014,2578816.23,167395.87
C09333,4773310.29,237179.56
C00908,3316475.03,122148.56
C00908,3316475.03,260702.58
C00908,3316475.03,316070.8
C05383,4337097.47,11846.65
C00035,2816349.23,247897.86
C02056,3823264.01,67705.54
C09857,3855732.06,319235.09
C05889,1924287.9,109067.96
C05889,1924287.9,137065.59
C07000,3800269.34,217299.33
C02811,4601645.52,181241.42
C05326,4671109.33,285134.67
C05326,4671109.33,285668.63
C05326,4671109.33,303934.88
C08896,1662201.26,73343.56
C08896,1662201.26,93421.48
C10717,3110383.8,-100496.01
C11483,4650989.79,-381134.59
C11483,4650989.79,200788.16
C03284,3964356.68,43374.86
C03284,3964356.68,251490.06
C11072,4084457.19,-130041.74
C11072,4084457.19,379360.4
C08502,4785408.66,400765.7
C03861,3531547.15,320726.3
C01616,4745810.25,122078.41
C09480,1772723.68,117903.87
C02835,4057872.62,328307.81
C06782,4716743.89,213396.78
C05362,3098332.83,210548.55
C00259,4336944.75,172065.28
C00259,4336944.75,226156.5
C01416,3159973.82,51429.95
C01416,3159973.82,111378.19
C09302,2962500.72,33022.97
C11010,4635903.62,234364.61
C11010,4635903.62,259423.41
C08689,2821072.3,9450.18
C08303,525062.89,-432258.57
C05009,3690900.15,95348.63
C05009,3690900.15,126039.85
C05009,3690900.15,365825.35
C07560,4792805.16,-389063.27
C07560,4792805.16,403899.31
C09715,2985323.45,272303.68
C03214,371753.32,-73756.5
C03214,371753.32,15744.04
C07490,2560145.66,155019.19
C11463,826035.8,78472.7
C09293,4871506.45,1408.3
C09293,4871506.45,141623.4
C09293,4871506.45,145282.72
C10457,4529485.91,224016.49
C10457,4529485.91,259730.91
C10457,4529485.91,446631.12
C02259,1768249.41,120215.05
C10156,1938364.08,171115.28
C03237,4259664.93,35780.07
C03237,4259664.93,286684.97
C03237,4259664.93,344742.83
C02937,1614677.58,56206.88
C09289,4880561.91,481042.9
C10844,4549754.31,21762.08
C09956,418130.27,6135.69
C07290,2985938.53,28011.25
C03700,3585050.81,-125916.61
C05323,2128608.98,53122.63
C05909,1254037.63,54877.54
C02137,4544682.95,27669.13
C02137,4544682.95,38987.76
C02137,4544682.95,102107.48
C02137,4544682.95,330758.74
C02137,4544682.95,375269.75
C02137,4544682.95,415526.5
C01069,2468051.48,241845.83
C10963,715564.43,31241.49
C03038,1675004.34,27311.8
C06384,3749671.11,93107.24
C06384,3749671.11,111854.03
C04628,3759364.18,292875.35
C04628,3759364.18,317897.63
C11837,4570914.43,407844.89
C02408,3394308.04,215501.17
C02408,3394308.04,338647.95
C07025,3795139.05,4308.92
C07025,3795139.05,252944.77
C09344,1671411.8,45142.3
C09368,1360755.79,35210.41
C04594,3444794.07,190223.41
C04453,4413759.29,66744.14
C04453,4413759.29,218083.09
C11248,2716463.47,179895.17
C09318,4656784.15,296798.96
C06896,3126298.82,138880.6
C06890,3790160.28,136808.53
C06890,3790160.28,349468.06
C07538,4616084.19,447570.25
C09068,2962990.9,36037.25
C11860,2232779.21,-243401.8
C11860,2232779.21,154407.8
C09380,183048.12,7912.18
C04122,3499026.91,69000.14
C04122,3499026.91,187864.31
C11952,4772160.54,204970.45
C11952,4772160.54,328919.69
C11298,1418767.64,620.55
C02124,4527741.02,265809.54
C11051,3058991.31,21086.54
C05773,2908084.32,62826.17
C05773,2908084.32,236140.33
C01991,3131998.32,189396.86
C01991,3131998.32,228765.76
C07758,3792308.85,176080.75
C02272,2177693.42,72167.56
C02272,2177693.42,78636.13
C03852,2834639.24,14808.94
C11955,3740698.16,135621.27
C05617,4299814.19,143839.12
C05617,4299814.19,220373.65
C01130,1474617.8,-337489.99
C08778,4901501.95,120671.8
C08778,4901501.95,413451.1
C00486,3291769.34,-466723.63
C10362,2720609.42,133818.68
C10362,2720609.42,148658.0
C06838,689714.33,60684.12
C02083,4564105.28,33200.32
C02083,4564105.28,97314.34
C01930,2276560.93,186810.7
C03449,4543561.06,199017.09
C04723,2493989.55,26136.34
C01685,1625939.51,158182.51
C01193,2942053.36,-99089.29
C01193,2942053.36,199745.04
C08010,4740579.51,200333.71
C04539,1955585.68,103191.43
C04539,1955585.68,160151.69
C04240,543008.76,11644.56
C10894,4313575.82,6097.97
C10894,4313575.82,185403.75
C10894,4313575.82,311958.66
C08620,3166949.51,96380.87
C08620,3166949.51,240785.37
C01859,2832825.12,-462414.76
C01859,2832825.12,74703.74
C10076,3621828.98,-117923.61
C10076,3621828.98,221318.75
C10076,3621828.98,360309.76
C11728,4113955.65,142189.31
C05173,3337876.77,305143.73
C05173,3337876.77,314820.21
C07684,4684432.81,15751.98
C09833,3564376.06,262880.58
C06593,1595611.08,37131.92
C06116,3280741.04,25505.62
C01341,4249750.54,91721.21
C02086,465778.02,4349.97
C01043,4406325.34,148180.06
C01043,4406325.34,354426.42
C01043,4406325.34,421585.7
C04945,2035408.63,127908.05
C03688,2658481.43,175684.99
C06034,4020198.43,290293.77
C06886,4543293.0,93323.35
C06886,4543293.0,145174.87
C04544,3611189.86,355745.99
C08941,420460.27,37250.3
C05667,4990774.8,-189067.94
C05667,4990774.8,255382.05
C00174,3281637.43,98527.84
C00174,3281637.43,208817.38
C01511,1545406.93,82884.29
C01511,1545406.93,134671.39
C06249,1192222.1,72646.92
C02203,1776328.79,29640.46
C02203,1776328.79,59966.72
C11184,1242912.79,37390.76
C10974,4030184.31,318538.52
C01015,2803028.77,192999.54
C01015,2803028.77,211560.69
C03647,3756402.73,255857.04
C07038,4587945.17,108336.5
C07038,4587945.17,133118.6
C09965,4653452.45,182262.49
C08466,3915966.83,112388.45
C08466,3915966.83,121351.73
C02189,4685069.11,57250.93
C02189,4685069.11,408455.01
C00058,3951980.07,175572.97
C00058,3951980.07,357707.15
C11166,1834950.19,32487.99
C11728,3439699.92,142189.31
C05251,4231532.04,222889.44
C07839,2626187.72,100558.29
C10987,3235453.96,13383.24
C10987,3235453.96,22001.83
C10987,3235453.96,31604.75
C06454,4769316.84,422423.75
C00134,2797180.09,228159.73
C02987,3284064.0,125103.32
C10908,2890825.46,232613.01
C04004,3719509.78,77107.77
C05624,2372815.98,142018.28
C08972,1749618.39,162881.13
C04266,3395322.91,121701.23
C04266,3395322.91,128560.77
C04266,3395322.91,301917.61
C06192,4665350.72,123278.13
C06192,4665350.72,314260.35
C01992,2102717.54,184399.64
C10033,3376208.28,37857.65
C10033,3376208.28,150461.28
C10033,3376208.28,304461.1
C09531,4903364.95,46598.23
C08518,1371813.67,127688.78
C00973,1283817.11,12350.79
C02336,206340.97,4623.1
C11941,1985350.82,158976.85
C06374,2148291.84,146474.21
C07413,1782773.72,177596.75
C07847,3694699.66,66435.0
C07847,3694699.66,289668.49
C11119,2180024.69,-94339.33
C11119,2180024.69,112959.33
C03529,4131285.19,62243.08
C03529,4131285.19,117857.24
C05491,4956067.23,279630.47
C05491,4956067.23,485081.64
C01976,3714270.69,44955.5
C01976,3714270.69,256970.45
C05221,1493115.33,107535.28
C05221,1493115.33,135064.54
C04494,4126206.38,82116.0
C02343,4541969.78,353348.38
C04787,2517024.16,204392.03
C01838,2943280.35,195622.08
C05639,4303265.72,8666.63
C06714,4432334.47,311990.57
C06433,3649386.68,117641.12
C11310,4364988.64,85062.45
C02252,2480292.91,120599.28
C02252,2480292.91,226201.31
C01519,4425326.33,244896.4
C11302,2916650.33,6488.78
C11302,2916650.33,33217.26
C11302,2916650.33,169481.62
C01626,1836573.23,41265.81
C09690,1710262.8,137524.72
C01227,4086724.87,79291.69
C01227,4086724.87,245836.32
C04540,3435382.06,17233.98
C08797,3690321.79,5113.8
C08797,3690321.79,333421.75
C02931,4227344.98,278506.32
C02931,4227344.98,284911.25
C04203,1541533.75,-119718.81
C10736,4545482.99,361148.02
C10736,4545482.99,398324.33
C00536,301520.81,-106087.44
C05759,4953759.85,141468.28
C08066,2479702.8,60807.13
C04266,4050709.25,121701.23
C04266,4050709.25,128560.77
C04266,4050709.25,301917.61
C01108,2290858.94,163188.61
C11206,1385495.99,74016.12
C03011,4586399.06,333931.05
C01994,2364284.25,211945.76
C04362,2100925.72,119487.41
C05133,1963097.81,124874.05
C07658,4004770.73,95887.91
C07658,4004770.73,307998.16
C10764,3053031.45,147163.63
C02169,2507947.97,134712.61
C07048,3220668.93,122125.56
C00037,2655351.65,56865.34
C11051,3623573.97,21086.54
C00002,901444.16,60572.47
C04302,2905948.16,172624.6
C05632,4406883.32,16097.49
C05632,4406883.32,120837.23
C04435,3659089.19,62529.88
C04435,3659089.19,125256.95
C03146,2776285.66,156310.23
C03146,2776285.66,227513.6
C01972,3624705.56,146639.12
C01972,3624705.56,199733.2
C03635,592463.96,54806.12
C01035,3365215.75,77117.53
C01035,3365215.75,106732.42
C01035,3365215.75,196125.62
C06189,1203554.37,24323.24
C06189,1203554.37,100303.73
C06643,2956455.01,119479.76
C06643,2956455.01,259998.38
C11043,3014364.59,99944.57
C11043,3014364.59,167044.67
C11043,3014364.59,242880.41
C01237,3008752.7,174562.78
C01237,3008752.7,223222.81
C03684,1791273.07,-303456.01
C06314,4324255.1,231794.82
C06314,4324255.1,328125.15
C06314,4324255.1,367437.14
C06314,4324255.1,410840.82
C11103,4162238.0,101110.95
C07800,3695094.81,253894.4
C05758,4396750.13,10647.32
C05738,3561098.79,171992.38
C00522,4098550.35,405113.01
C09984,3505031.77,186352.08
C10757,4907236.49,97884.92
C02082,1590703.69,29649.88
C02082,1590703.69,46811.47
C09636,3647303.68,24336.28
C02083,3314672.66,33200.32
C02083,3314672.66,97314.34
C00054,4309222.76,44078.04
C00077,4265758.74,199717.48
C00077,4265758.74,425719.67
C08923,1331712.2,36947.21
C08923,1331712.2,130407.91
C11249,812113.1,-298441.14
C02054,3454691.36,233756.74
C11397,4097400.7,228916.25
C02138,2208783.34,144014.07
C05248,4129095.65,103253.13
C05248,4129095.65,192451.11
C10389,4350556.74,371023.4
C10389,4350556.74,420281.96
C07870,2125966.88,120863.4
C03314,3397789.36,230705.62
C02075,2412326.86,228478.92
C02151,3538589.67,147761.38
C02151,3538589.67,329929.85
C01976,2172054.47,44955.5
C03452,3264813.36,242074.94
C03452,3264813.36,307891.61
C02019,2820233.2,14069.6
C07528,3899134.03,58032.39
C04949,159218.94,-67330.03
C00874,4619632.89,286982.41
C00874,4619632.89,326771.42
C02282,4928688.87,-65681.81
C04562,4551912.29,267787.31
C01913,3920526.6,25494.33
C04767,1664280.07,107548.42
C08531,2256096.99,53578.58
C08531,2256096.99,70558.67
C06647,3829348.74,126817.47
C10223,4770377.76,257839.14
C03962,4830866.1,100993.71
C04516,3382495.06,60356.41
C01201,2729841.67,83875.63
C01201,2729841.67,119636.35
C04085,2911301.97,192263.36
C01995,3531078.21,61968.31
C10997,4411662.27,412988.38
C11884,2217398.82,68281.98
C11553,2176752.52,66248.58
C05930,4090796.48,90721.53
C05930,4090796.48,220482.59
C05930,4090796.48,295364.18
C05930,4090796.48,385215.75
C00311,4805304.83,318927.11
C04674,2286485.4,175421.62
C02154,3437802.11,125834.96
C02154,3437802.11,209584.86
C11901,4125406.71,14757.4
C11901,4125406.71,232106.9
C11901,4125406.71,299152.05
C11981,1564841.03,112824.1
C11597,2866990.86,204529.01
C00972,4108431.14,64048.92
C00972,4108431.14,150111.72
C00642,4682519.53,285138.72
C01242,3313723.18,37776.19
C11022,3807399.64,198200.65
C00685,2347089.66,223792.65
C02679,4924724.7,62072.25
C00342,3508554.92,-360131.01
C00342,3508554.92,108052.96
C00342,3508554.92,256349.72
C00342,3508554.92,292026.89
C00342,3508554.92,332639.81
C00767,4632252.57,110803.5
C04494,4221584.34,82116.0
C10523,2046143.18,83412.55
C01840,3357859.79,278218.33
C04169,4345587.57,172375.02
C00647,4263831.69,250431.7
C00647,4263831.69,315986.59
C00647,4263831.69,332995.29
C10530,3758958.97,-329508.81
C04086,2641365.66,62980.28
C08272,1923999.97,60559.11
C00846,3299389.66,82390.12
C09533,4748607.88,429113.65
C09533,4748607.88,456851.64
C01291,3238570.53,103213.54
C01291,3238570.53,223925.97
C07922,4749540.13,61282.68
C07898,1311854.79,102362.38
C10101,4378898.28,118608.4
C10101,4378898.28,376024.16
C07446,4658309.97,35947.92
C07446,4658309.97,326742.42
C06654,4259981.25,223293.09
C07125,2187465.01,142204.07
C05858,3844647.95,205832.54
C05858,3844647.95,252587.31
C05858,3844647.95,274699.37
C05858,3844647.95,332218.49
C02163,2770925.61,99562.25
C02163,2770925.61,171082.17
C02163,2770925.61,234486.55
C03019,2079486.69,190320.66
C01650,3336626.26,118331.6
C07763,4312609.88,60592.52
C07763,4312609.88,72323.84
C07763,4312609.88,269548.55
C06932,4760539.15,155976.48
C06932,4760539.15,168023.73
C01982,4939919.82,157948.21
C01982,4939919.82,388830.2
C06223,3649118.05,1835.7
C06223,3649118.05,149244.82
C10567,2978239.79,290443.07
C06000,3229209.46,94463.4
C06000,3229209.46,198481.93
C05438,2396066.28,90325.1
C01608,828793.5,19776.56
C07179,4730331.39,15373.35
C07179,4730331.39,407926.64
C01509,2942413.12,38112.28
C01509,2942413.12,233939.7
C03611,3945097.72,252185.81
C07506,2077028.08,104438.15
C09509,2049759.93,55138.15
C11054,1529632.22,94424.33
C11054,1529632.22,97361.1
C01214,4932246.35,294249.56
C01214,4932246.35,407156.32
C01214,4932246.35,469972.48
C04820,1472366.1,136690.89
C03290,3497682.27,23080.59
C00141,4719581.93,78742.13
C00141,4719581.93,257815.14
C00141,4719581.93,417648.39
C00141,4719581.93,419991.97
C01135,4355033.7,111838.09
C01135,4355033.7,138034.09
C02843,3784409.29,198381.56
C11917,2535870.24,107742.31
C11917,2535870.24,179953.83
C10003,3677871.3,62880.0
C05991,3139116.53,287076.05
C04289,539898.88,39663.23
C00604,2965153.02,292733.13
C07598,4630857.3,339847.27
C07598,4630857.3,430359.17
C04120,4767870.79,41857.44
C04120,4767870.79,67728.41
C02180,2712645.48,3509.76
C02180,2712645.48,66031.68
C04263,3883396.77,121509.39
C05909,4095809.8,54877.54
C05909,4095809.8,242177.57
C05909,4095809.8,299548.49
C05909,4095809.8,317874.79
C05909,4095809.8,331302.8
C11088,4384141.17,378316.66
C08174,2485606.0,-13723.5
C03036,1919342.22,52937.83
C02779,4706802.51,225964.32
C02779,4706802.51,290322.89
C07696,1007847.7,81474.41
C07073,1349861.41,28731.99
C07073,1349861.41,120107.62
C10824,4306757.08,101894.42
C10824,4306757.08,175005.16
C04318,4985642.35,196208.35
C06733,1133184.47,-368402.38
C06733,1133184.47,72734.13
C06733,1133184.47,100246.64
C01936,3307567.63,116340.29
C08679,3212192.32,190918.64
C04002,4645985.51,290963.4
C07969,3811978.09,17901.71
C07969,3811978.09,138290.09
C02307,1833262.93,101956.07
C02307,1833262.93,121729.86
C06138,3811513.37,179810.05
C07722,4572453.93,242654.93
C07722,4572453.93,293555.23
C07722,4572453.93,348035.09
C01509,3101797.32,38112.28
C01509,3101797.32,233939.7
C00790,4070073.46,406241.44
C08145,1292914.22,115447.96
C00556,2433764.79,232682.86
C11357,3552275.65,43408.08
C11357,3552275.65,123963.73
C11339,3784792.06,337880.32
C11339,3784792.06,339933.3
C08383,4050930.55,49942.62
C08383,4050930.55,148285.25
C02060,2935779.84,70083.07
C02060,2935779.84,94616.97
C06060,3535989.76,109483.92
C06060,3535989.76,157928.06
C04813,3203157.18,279848.52
C04813,3203157.18,282139.83
C04813,3203157.18,311778.13
C05902,4529679.34,64026.13
C05902,4529679.34,188521.3
C05902,4529679.34,221054.26
C04459,1654649.27,38855.63
C09397,2705666.57,86088.29
C09397,2705666.57,199651.63
C09049,3962762.75,162362.72
C09049,3962762.75,253522.35
C06911,4887785.51,138404.46
C06911,4887785.51,266343.54
C06911,4887785.51,385533.04
C10173,3645450.99,9221.71
C00094,2519814.4,88319.78
C09933,402323.15,17703.28
C11894,4630109.0,259236.12
C00271,4783550.42,343331.41
C03568,3265497.97,199507.97
C05723,2690533.2,264288.94
C04295,1880901.87,149691.79
C07039,1294258.0,46588.23
C09569,3260847.54,66570.1
C08725,3425053.97,165916.41
C05705,4152475.85,389407.81
C03603,2897404.44,254291.22
C08803,2241873.64,217401.9
C04609,4656540.81,27558.68
C04609,4656540.81,55639.25
C09808,2192225.93,136085.1
C02008,4078565.4,129768.19
C02008,4078565.4,363044.06
C08973,3105534.13,179051.4
C06592,4181826.05,333337.6
C11027,1217773.4,47084.99
C04579,3959018.41,345376.04
C08811,3620119.68,215019.61
C01267,4790509.8,47178.07
C01267,4790509.8,142035.33
C10411,2523939.06,82691.73
C10411,2523939.06,121257.75
C10564,955847.41,-319765.72
C11061,1971445.12,73121.97
C04652,4585524.53,133206.7
C01135,1459591.87,111838.09
C01135,1459591.87,138034.09
C04688,4582389.96,300874.15
C04688,4582389.96,386721.91
C08788,2248590.14,9195.85
C08788,2248590.14,70720.4
C08788,2248590.14,131262.28
C08788,2248590.14,132363.2
C06661,1759448.61,126264.97
C01812,4143495.11,197613.26
C06727,972356.2,74686.18
C07539,3785469.71,-335808.97
C05927,1033197.72,84520.21
C07438,382190.48,-328378.04
C02472,3992260.45,245476.54
C02472,3992260.45,265217.62
C01624,2109541.08,104728.14
C01624,2109541.08,161314.96
C06764,4835135.04,46800.64
C05009,1185769.85,95348.63
C05460,4363717.47,47022.82
C05460,4363717.47,290589.7
C05460,4363717.47,390288.83
C07944,2594732.74,240127.7
C07944,2594732.74,251786.34
C04595,1447669.78,74884.65
C06363,3105274.2,104506.3
C06011,4525753.27,224831.5
C03466,4387273.85,166879.72
C03466,4387273.85,171844.4
C11732,2995679.42,89263.04
C02947,2101646.06,200862.64
C10700,4218054.68,169736.96
C10700,4218054.68,345312.42
C10649,3789097.27,170551.67
C10649,3789097.27,369325.88
C00047,4859882.07,149157.91
C00047,4859882.07,191843.24
C00047,4859882.07,279278.8
C08775,1373561.73,97876.4
C03855,4828069.86,63326.17
C03855,4828069.86,452528.03
C07446,1156986.18,35947.92
C07845,3149406.21,71293.3
C07845,3149406.21,95693.55
C07845,3149406.21,115591.78
C02678,4263785.54,111367.88
C07173,858022.96,7315.96
C06701,3078225.99,19158.85
C00939,3327585.27,107609.64
C00939,3327585.27,320397.87
C06950,3543564.05,127692.35
C10089,2681798.56,1505.64
C10089,2681798.56,58681.48
C00993,322557.58,13866.61
C00552,4871226.89,259261.82
C03075,3326062.38,167141.11
C09751,4755891.29,162682.35
C09697,4443950.67,92636.12
C08896,1066546.24,73343.56
C08896,1066546.24,93421.48
C06020,2475580.01,35940.16
C02720,2116311.67,205843.72
C06393,3271846.6,1534.23
C00612,4009942.28,107310.54
C04360,4588292.97,39218.6
C04360,4588292.97,203142.45
C04360,4588292.97,209845.78
C08033,2991567.32,173575.34
C01732,2496763.59,224871.87
C01157,4880400.61,378097.99
C01375,2359596.68,229245.04
C07506,4945619.36,104438.15
C07506,4945619.36,257546.63
