account_id,txn_date,daily_total
A06220,23-12-2024,301.85
A06220,24-01-2026,53033.21
A06220,27-02-2026,57884.43
A06222,03-07-2024,59967.15
A06223,19-02-2025,30763.53
A06225,30-11-2024,92105.27
A06226,03-12-2025,49055.83
A06226,12-02-2026,93615.1
A06226,28-07-2025,7343.11
A06228,03-01-2025,83977.5
A06228,12-10-2024,95113.12
A06228,14-10-2024,99542.84
A06228,27-07-2025,87885.63
A06229,23-12-2025,49569.25
A06230,04-02-2026,24636.3
A06230,22-12-2024,95518.03
A06230,29-07-2024,33668.91
A06230,30-06-2025,70701.89
A06232,04-10-2025,96449.16
A06232,21-05-2025,88565.24
A06232,26-06-2024,60156.74
A06233,06-03-2025,69470.29
A06233,06-06-2024,54883.09
A06233,06-08-2025,67565.88
A06233,15-10-2025,22786.22
A06233,29-06-2025,93878.69
A06234,02-03-2026,46153.61
A06234,30-12-2024,73607.4
A06235,06-12-2024,9920.58
A06235,08-01-2025,7496.7
A06235,24-12-2024,72497.02
A06235,28-01-2025,66039.89
A06236,06-03-2026,12533.45
A06236,07-07-2025,25808.1
A06236,13-12-2024,48995.56
A06236,19-12-2024,17701.83
A06236,29-05-2024,28520.96
A06237,03-06-2024,3328.5
A06238,22-12-2024,82892.44
A06239,06-05-2025,8710.9
A06239,10-12-2024,17050.99
A06239,14-11-2024,71783.36
A06240,01-12-2025,82916.21
A06240,05-08-2025,-28576.15
A06240,06-02-2025,69128.85
A06241,25-11-2025,40572.75
A06242,01-08-2025,17312.57
A06242,11-03-2026,69333.11
A06242,11-11-2025,15243.62
A06242,20-04-2025,84432.39
A06243,07-01-2026,17975.26
A06243,19-07-2025,60451.76
A06243,29-04-2024,29082.88
A06243,30-05-2025,4358.3
A06243,31-10-2024,44362.28
A06244,01-05-2024,16724.24
A06244,09-05-2024,55869.79
A06244,16-09-2024,46567.82
A06244,25-10-2025,64565.79
A06244,28-06-2024,79133.07
A06245,04-01-2025,24278.58
A06245,15-06-2025,94361.49
A06245,28-09-2025,70706.27
A06246,10-08-2024,8097.09
A06246,14-06-2025,86460.34
A06247,13-07-2024,73766.24
A06247,16-09-2025,27673.81
A06247,30-08-2025,96314.57
A06248,15-07-2024,48997.12
A06249,20-12-2024,46196.9
A06250,22-04-2025,14124.73
A06250,25-02-2025,87341.37
A06250,31-03-2025,95481.48
A06251,06-06-2025,72028.18
A06251,25-03-2025,22339.04
A06251,25-11-2024,12874.45
A06251,26-03-2025,-42010.75
A06253,18-09-2025,72222.89
A06253,28-11-2024,30693.68
A06254,08-08-2025,44989.63
A06254,22-09-2025,94613.61
A06255,02-03-2025,18814.41
A06255,13-09-2025,11828.22
A06256,01-07-2025,19143.58
A06256,21-11-2024,20937.7
A06256,26-03-2025,29835.51
A06258,26-02-2025,66598.3
A06259,18-03-2026,87077.23
A06259,25-04-2025,52940.93
A06259,26-08-2025,8808.39
A06259,26-09-2025,7902.02
A06260,03-08-2024,68540.79
A06261,01-06-2025,919.17
A06261,28-03-2025,81081.04
A06262,06-08-2025,68732.37
A06262,20-01-2026,51732.16
A06262,24-06-2024,71048.45
A06263,11-06-2025,50452.37
A06263,24-08-2025,57107.88
A06264,09-12-2025,14351.36
A06264,19-10-2024,57263.1
A06264,24-08-2025,9146.92
A06265,05-03-2026,77302.52
A06265,09-06-2024,40049.64
A06265,16-06-2024,95174.21
A06265,20-10-2025,81539.01
A06265,23-01-2025,38989.7
A06266,04-01-2025,11760.34
A06266,06-07-2025,25384.76
A06266,18-07-2024,81559.97
A06266,23-09-2024,33592.82
A06267,27-05-2024,38505.19
A06268,08-03-2025,18400.55
A06268,19-12-2024,83152.2
A06268,21-04-2025,27951.83
A06268,27-05-2025,9558.93
A06269,11-10-2024,37580.17
A06269,14-02-2025,2572.88
A06271,01-07-2025,64063.89
A06271,02-02-2026,43071.12
A06271,04-10-2025,98733.01
A06271,19-04-2026,34767.95
A06271,19-11-2024,8817.95
A06271,20-08-2025,40783.56
A06272,02-08-2024,84583.12
A06272,09-06-2024,96291.09
A06273,07-12-2025,14154.2
A06273,10-11-2024,5687.56
A06273,18-08-2024,49662.79
A06273,20-03-2025,71233.74
A06274,07-02-2025,6758.46
A06274,08-05-2025,30122.56
A06274,19-01-2025,57717.14
A06275,20-10-2024,71365.03
A06275,28-02-2026,7532.13
A06276,12-05-2025,19014.87
A06276,13-03-2026,94562.53
A06276,14-06-2025,83274.3
A06276,28-05-2025,-49441.81
A06276,31-01-2026,37881.28
A06277,18-10-2024,23207.47
A06277,23-03-2025,74000.14
A06277,24-07-2024,73769.16
A06277,24-08-2024,49146.44
A06278,26-01-2025,58750.34
A06279,16-09-2025,-41216.27
A06279,21-04-2026,34461.92
A06279,27-05-2024,93029.25
A06280,10-11-2025,4143.53
A06280,16-03-2025,75875.97
A06284,13-12-2025,19609.83
A06284,25-08-2024,23202.29
A06284,31-12-2025,-37.15
A06285,15-04-2025,18871.79
A06286,05-08-2025,53382.1
A06286,14-04-2026,7586.99
A06286,17-12-2024,2709.51
A06286,20-03-2026,39322.65
A06286,21-11-2025,15028.51
A06286,22-07-2024,38705.78
A06287,26-04-2026,43135.51
A06287,26-08-2025,54028.99
A06287,28-02-2026,59063.25
A06288,18-10-2025,2933.15
A06289,01-07-2025,48359.63
A06289,06-07-2024,86103.89
A06289,09-01-2026,77015.76
A06289,16-04-2025,90015.67
A06290,27-10-2024,32123.55
A06290,29-11-2025,62482.36
A06291,02-08-2024,25898.66
A06291,06-11-2024,1752.44
A06292,09-03-2026,95578.59
A06293,04-06-2025,82438.66
A06293,16-10-2024,39661.29
A06293,20-04-2026,61680.27
A06293,29-07-2025,19106.19
A06294,04-10-2024,67032.83
A06294,07-05-2025,36125.94
A06294,10-09-2024,31775.91
A06294,14-03-2025,36705.3
A06295,02-06-2024,88027.21
A06295,10-04-2025,49429.33
A06295,13-06-2024,50909.07
A06295,20-07-2025,61246.27
A06295,24-11-2025,16478.65
A06295,26-09-2025,29687.68
A06295,31-12-2024,12049.64
A06296,18-07-2025,55592.05
A06296,23-03-2025,43116.65
A06297,09-04-2026,85320.04
A06297,16-03-2026,55010.38
A06298,02-07-2024,11241.43
A06299,23-03-2025,75086.48
A06300,02-12-2024,5819.95
A06300,16-11-2025,58526.28
A06301,20-11-2024,56433.6
A06302,16-10-2025,74898.28
A06302,22-12-2024,99739.74
A06303,15-01-2025,99102.11
A06303,23-03-2026,93338.24
A06304,04-01-2025,33674.41
A06304,08-02-2025,12281.91
A06304,14-03-2025,53280.5
A06306,12-05-2025,47323.44
A06307,05-01-2025,11323.98
A06307,14-03-2026,95863.44
A06307,14-12-2024,11272.4
A06308,16-03-2026,48595.09
A06308,17-03-2026,10381.19
A06308,28-03-2025,59625.13
A06309,02-10-2024,1871.41
A06309,07-01-2026,51429.9
A06309,07-04-2025,72810.54
A06309,09-04-2025,69276.46
A06309,27-02-2025,38859.71
A06310,08-08-2024,1226.9
A06310,18-02-2026,25871.54
A06311,04-11-2025,81399.27
A06311,15-02-2025,53600.56
A06311,16-03-2025,99424.47
A06311,28-12-2024,57500.5
A06312,13-08-2025,77868.23
A06312,15-11-2025,71086.99
A06312,17-04-2025,59698.2
A06312,17-09-2024,47575.5
A06313,09-02-2026,65226.89
A06313,12-09-2024,18383.5
A06314,19-05-2025,40474.53
A06314,23-07-2024,21366.13
A06314,29-03-2026,31534.44
A06315,02-01-2025,32848.81
A06315,10-05-2025,56626.27
A06315,10-10-2025,9027.47
A06315,20-02-2026,15481.07
A06315,25-12-2024,37595.6
A06316,01-10-2025,14970.89
A06316,08-03-2025,43630.43
A06316,10-10-2025,31738.13
A06316,15-11-2025,83499.82
A06316,18-03-2026,11463.3
A06317,01-10-2025,78153.58
A06317,10-07-2025,63747.03
A06317,15-05-2024,89883.6
A06317,16-08-2025,48420.26
A06317,16-12-2025,20556.85
A06317,17-02-2025,55538.43
A06317,21-03-2026,89861.19
A06318,02-11-2025,85454.72
A06318,05-01-2026,76310.15
A06318,06-09-2025,58171.01
A06318,08-09-2025,1154.7
A06319,03-11-2024,96086.45
A06319,25-10-2025,96825.71
A06319,30-12-2025,84302.09
A06320,13-12-2025,2681.35
A06320,16-12-2024,90917.47
A06320,26-02-2025,47513.22
A06322,04-03-2026,39015.58
A06322,26-06-2025,22759.33
A06322,30-08-2025,-96612.07
A06323,04-08-2024,-99702.01
A06323,07-05-2024,13600.62
A06323,19-05-2024,65091.67
A06323,25-02-2026,40286.39
A06323,28-11-2024,74093.76
A06323,31-08-2024,89066.37
A06323,31-12-2024,71853.63
A06325,04-01-2025,90028.94
A06325,07-09-2025,55829.77
A06325,24-07-2025,824.09
A06325,28-03-2025,40527.24
A06325,29-12-2025,62543.42
A06326,09-05-2025,73893.3
A06326,22-12-2025,30065.56
A06326,29-01-2025,6608.48
A06327,14-09-2025,4351.91
A06328,01-04-2026,84864.65
A06328,03-03-2025,77732.13
A06328,04-04-2026,55378.0
A06328,04-12-2024,94584.02
A06328,15-05-2025,41109.42
A06328,22-11-2025,63560.49
A06328,28-08-2025,82497.5
A06329,05-04-2025,86728.38
A06329,12-01-2026,35778.64
A06329,16-07-2024,42917.38
A06329,18-11-2024,78452.76
A06329,23-04-2025,58484.07
A06329,31-10-2025,76297.31
A06330,21-04-2026,90300.76
A06331,02-05-2025,45947.95
A06331,07-04-2025,41442.17
A06331,19-06-2025,34510.14
A06331,20-11-2025,34392.97
A06331,24-07-2024,54815.36
A06331,27-05-2024,99006.87
A06332,06-07-2024,18024.71
A06332,18-05-2024,2931.05
A06332,26-11-2024,73913.65
A06333,02-07-2024,13347.13
A06333,12-12-2025,43360.54
A06333,23-05-2025,-94618.36
A06334,01-06-2024,71522.09
A06334,13-10-2025,4407.6
A06334,27-04-2024,85057.92
A06334,31-10-2025,4741.94
A06335,19-07-2024,95196.91
A06336,26-04-2025,80766.31
A06337,24-04-2025,41030.18
A06338,23-03-2025,29829.81
A06338,23-09-2025,46991.77
A06338,23-12-2024,16103.36
A06338,26-10-2024,50303.4
A06339,10-03-2025,56539.58
A06339,26-08-2025,83933.23
A06340,03-01-2025,89149.86
A06340,15-01-2025,22336.08
A06340,24-06-2024,75526.47
A06340,28-04-2024,10660.02
A06341,29-08-2025,46202.39
A06343,09-07-2025,21861.19
A06344,11-05-2024,27775.39
A06344,13-10-2025,30901.34
A06344,14-11-2024,51961.31
A06344,20-07-2024,37962.09
A06344,29-09-2025,12590.61
A06345,15-05-2024,60339.66
A06345,24-04-2025,93701.12
A06346,02-04-2026,98731.62
A06346,06-12-2024,55745.72
A06346,12-03-2026,38199.74
A06347,19-08-2025,6073.48
A06348,04-12-2024,71228.38
A06348,22-12-2025,53095.42
A06349,05-01-2025,83619.65
A06349,15-09-2025,33195.26
A06349,17-07-2025,99113.75
A06350,07-11-2025,22421.15
A06350,22-07-2025,21624.95
A06350,23-08-2025,77236.32
A06350,27-07-2024,81195.88
A06351,03-10-2024,97899.23
A06351,15-07-2024,92220.43
A06351,20-05-2025,16024.55
A06352,13-04-2025,44311.28
A06352,21-12-2025,69963.76
A06353,03-01-2026,21077.68
A06354,18-06-2024,61792.73
A06355,05-03-2026,55864.26
A06355,06-06-2025,90740.12
A06355,25-07-2025,95690.1
A06356,18-05-2025,39411.42
A06357,06-07-2024,54157.13
A06357,14-08-2025,8183.45
A06357,28-12-2024,93204.85
A06359,27-06-2024,40927.22
A06361,30-06-2025,63255.31
A06362,04-04-2026,68487.71
A06362,06-02-2025,-9907.38
A06362,08-05-2024,60172.94
A06363,18-02-2026,88486.08
A06363,25-01-2026,46076.32
A06364,08-05-2025,88889.24
A06365,29-09-2025,83107.44
A06366,03-11-2024,73745.05
A06367,06-07-2024,40513.81
A06367,09-10-2024,41437.85
A06367,30-03-2025,82834.67
A06368,14-01-2026,16599.02
A06369,23-10-2025,40002.03
A06370,02-06-2024,71167.99
A06370,03-07-2024,75359.31
A06370,10-06-2025,70686.05
A06370,11-11-2024,30628.04
A06370,22-06-2025,40209.07
A06370,23-11-2025,56778.87
A06370,25-09-2025,23808.14
A06371,30-08-2025,37485.71
A06372,19-05-2024,55771.98
A06372,25-06-2024,37174.0
A06373,13-11-2025,5730.01
A06373,14-07-2025,13309.31
A06373,20-07-2024,18472.32
A06373,29-10-2025,46701.19
A06374,19-09-2024,69825.0
A06375,01-01-2025,94425.94
A06375,13-09-2025,71191.13
A06376,11-03-2025,82591.34
A06376,17-03-2026,72592.47
A06377,01-03-2026,5311.65
A06377,04-03-2025,7291.95
A06378,01-06-2025,2699.45
A06378,08-01-2025,15968.2
A06378,10-06-2024,88122.1
A06378,20-12-2024,67125.86
A06378,25-07-2025,-24883.03
A06379,09-07-2024,13094.64
A06379,12-06-2025,72261.26
A06379,22-02-2026,61101.99
A06380,05-02-2026,92930.14
A06380,14-10-2025,98322.19
A06380,14-11-2024,34490.89
A06381,19-01-2025,85939.65
A06381,22-08-2024,7426.62
A06382,06-04-2026,36567.95
A06382,22-11-2024,18307.72
A06382,26-06-2025,30353.64
A06383,04-09-2025,43008.3
A06383,17-04-2025,2101.02
A06383,25-07-2025,3326.67
A06383,27-08-2025,85649.07
A06384,05-05-2024,26973.04
A06384,07-05-2024,69536.88
A06384,17-03-2025,1486.99
A06385,16-12-2025,39267.77
A06385,25-12-2024,19818.09
A06385,28-10-2024,19366.32
A06385,31-12-2025,87333.57
A06386,03-06-2025,61963.25
A06386,09-10-2025,10163.8
A06386,12-03-2025,25430.78
A06386,17-04-2026,84905.79
A06386,20-07-2025,34324.55
A06386,21-05-2025,46620.86
A06387,07-03-2026,40845.84
A06387,23-11-2024,126021.06
A06388,10-06-2024,52400.34
A06388,24-02-2026,71954.43
A06388,26-10-2024,62165.11
A06389,10-11-2025,8334.86
A06391,10-12-2024,10367.27
A06391,24-04-2026,88880.01
A06392,13-01-2025,95891.86
A06392,14-01-2025,7754.91
A06394,27-06-2025,24835.23
A06394,28-08-2025,58927.51
A06395,27-08-2024,37562.44
A06396,04-05-2025,39414.98
A06396,09-05-2025,62500.32
A06396,09-07-2024,26081.8
A06396,24-03-2026,65510.14
A06397,04-07-2024,62212.76
A06397,19-12-2025,26739.68
A06397,26-10-2025,15180.53
A06398,13-01-2026,89570.99
A06398,13-05-2025,42257.34
A06398,14-03-2025,7084.08
A06398,24-09-2024,48967.52
A06399,20-02-2026,23672.75
A06400,18-09-2024,70082.55
A06401,19-05-2025,64895.67
A06401,25-02-2025,52675.62
A06401,28-08-2025,16211.05
A06402,02-12-2025,13116.21
A06402,06-06-2025,65742.81
A06402,13-05-2025,90800.21
A06402,16-06-2025,47467.91
A06402,20-01-2025,64647.12
A06402,21-12-2024,67912.27
A06402,26-10-2025,9626.05
A06403,10-02-2026,6573.65
A06403,19-12-2024,66630.92
A06403,20-12-2024,76003.92
A06403,21-09-2024,27347.41
A06405,04-08-2024,82120.8
A06405,27-06-2024,7418.25
A06406,09-05-2024,52394.02
A06407,23-04-2026,29410.13
A06408,07-01-2026,71411.15
A06408,08-09-2025,44251.84
A06408,17-12-2025,96603.08
A06409,30-03-2025,54651.15
A06410,15-09-2024,2762.5
A06410,31-03-2026,45104.11
A06411,16-05-2025,5068.41
A06412,10-10-2024,95034.07
A06412,11-11-2025,98694.62
A06413,05-10-2024,483.31
A06413,15-12-2025,82205.15
A06413,27-10-2025,45117.57
A06414,01-03-2025,79275.15
A06414,16-11-2025,51654.71
A06414,18-06-2024,59987.13
A06414,23-01-2026,87501.79
A06414,24-06-2024,96280.31
A06414,25-02-2026,82612.94
A06415,16-04-2025,2222.36
A06415,18-08-2025,63518.0
A06416,13-04-2025,50990.47
A06416,20-11-2025,5169.12
A06416,27-11-2024,57888.9
A06416,29-10-2025,34897.79
A06416,31-08-2025,882.79
A06417,02-10-2025,65549.85
A06418,03-05-2024,50632.75
A06418,09-10-2025,67393.08
A06418,10-02-2026,85985.68
A06418,19-06-2025,32177.98
A06418,21-08-2025,86630.18
A06419,04-03-2025,53820.29
A06419,12-02-2025,65206.12
A06419,17-04-2025,749.99
A06419,23-05-2025,2796.53
A06420,01-06-2024,69131.25
A06420,05-07-2024,30778.13
A06420,13-02-2026,68184.73
A06420,17-10-2025,96418.76
A06420,25-04-2025,24908.43
A06421,16-11-2025,24606.94
A06422,22-02-2025,61913.75
A06423,22-06-2024,18109.11
A06423,28-02-2026,89586.52
A06424,03-07-2024,93942.5
A06424,04-07-2024,93717.89
A06424,06-04-2026,29023.23
A06424,22-08-2024,42727.91
A06425,21-05-2024,5310.43
A06425,27-07-2025,7034.08
A06426,20-06-2025,50081.54
A06427,03-07-2024,6909.48
A06427,09-12-2024,21746.57
A06427,14-04-2026,97963.83
A06427,20-06-2024,64827.17
A06428,27-05-2024,13732.39
A06429,21-03-2025,63625.85
A06430,12-04-2026,32598.59
A06430,14-10-2024,58205.07
A06430,25-01-2026,84657.2
A06430,26-03-2025,6156.66
A06430,30-11-2025,30543.74
A06431,13-06-2024,45902.97
A06431,15-09-2024,41635.11
A06432,01-05-2024,86257.01
A06432,04-09-2024,66727.82
A06432,12-01-2025,79361.28
A06432,12-01-2026,42134.25
A06432,26-07-2024,77145.81
A06433,01-08-2025,1383.31
A06433,03-09-2025,15771.26
A06433,25-04-2025,49302.83
A06433,31-12-2025,6069.64
A06434,15-01-2026,76192.92
A06434,28-01-2026,95708.7
A06436,02-06-2025,57320.67
A06436,09-02-2026,32830.48
A06436,25-06-2025,91582.34
A06437,09-07-2024,91434.08
A06437,25-05-2024,34977.01
A06437,25-09-2025,29411.94
A06437,25-11-2025,51199.44
A06437,30-07-2024,23665.5
A06438,11-05-2025,43404.92
A06438,15-11-2024,52464.71
A06438,27-08-2024,69332.88
A06439,02-11-2024,82144.6
A06439,05-09-2024,73845.35
A06439,13-06-2024,-17473.55
A06439,14-07-2025,11566.72
A06439,19-11-2025,55352.34
A06440,07-12-2024,51119.25
A06440,16-12-2025,32342.07
A06441,04-07-2024,83927.16
A06441,27-04-2025,2593.45
A06442,13-07-2025,69790.67
A06442,23-09-2024,58666.88
A06442,24-07-2024,87673.71
A06442,28-04-2024,71001.97
A06443,03-05-2025,1104.79
A06443,22-07-2025,31812.88
A06443,31-10-2024,84973.39
A06444,12-08-2024,86434.4
A06444,13-10-2025,24016.18
A06445,04-05-2025,10087.74
A06445,14-05-2024,99932.39
A06445,27-01-2025,9201.7
A06446,11-05-2025,58654.02
A06446,16-10-2024,60926.36
A06446,18-05-2024,89947.47
A06446,20-05-2025,86160.26
A06446,22-10-2025,53015.42
A06447,04-11-2025,73487.93
A06448,10-06-2024,52240.35
A06448,19-10-2024,57392.24
A06448,23-01-2025,29257.23
A06450,07-10-2024,55559.03
A06450,11-08-2025,42032.71
A06450,20-01-2026,88428.97
A06450,22-08-2025,81163.09
A06450,24-06-2024,7728.35
A06451,19-06-2024,60965.78
A06452,03-02-2025,93988.6
A06452,06-05-2024,96003.2
A06452,10-03-2025,15893.88
A06452,12-01-2026,67824.58
A06453,25-07-2024,71382.43
A06454,06-10-2024,29632.66
A06454,28-04-2025,76267.3
A06454,31-08-2024,23014.16
A06455,13-05-2024,8354.15
A06456,01-02-2026,69481.92
A06456,15-08-2025,68012.45
A06456,20-06-2024,37253.91
A06456,21-06-2024,7446.62
A06456,25-04-2026,79418.86
A06457,03-05-2025,57134.89
A06457,11-03-2026,67604.84
A06457,14-12-2025,40724.82
A06457,31-12-2025,70829.9
A06458,01-10-2025,70674.25
A06458,08-11-2024,92754.79
A06458,18-07-2024,14291.31
A06458,26-11-2025,96231.19
A06459,09-05-2025,83186.18
A06459,23-05-2024,12759.47
A06460,01-05-2025,81548.72
A06460,31-12-2024,20475.95
A06461,19-06-2025,33580.39
A06461,21-12-2025,89661.01
A06461,30-08-2025,23397.59
A06462,15-04-2026,57290.66
A06462,18-05-2024,59275.75
A06462,20-10-2025,12815.96
A06463,23-06-2024,12407.4
A06464,05-05-2024,97959.26
A06464,29-04-2024,5503.92
A06465,07-08-2025,91893.14
A06465,13-05-2025,38464.21
A06466,02-09-2025,69312.6
A06466,28-02-2026,4941.16
A06467,05-07-2024,417.27
A06467,11-06-2024,50656.7
A06467,26-05-2025,72225.96
A06468,05-11-2024,70470.78
A06468,24-01-2026,41066.52
A06469,07-02-2026,74396.56
A06469,11-03-2025,18123.52
A06469,18-11-2025,27369.31
A06469,27-10-2024,45253.47
A06470,10-01-2026,16414.43
A06470,20-04-2026,96232.43
A06470,31-01-2025,12264.08
A06471,23-09-2024,98184.02
A06471,24-04-2025,57606.42
A06472,12-10-2025,47847.34
A06472,20-02-2025,11911.6
A06472,25-10-2024,21713.85
A06472,27-09-2024,52462.66
A06473,18-02-2026,44658.85
A06473,21-05-2024,2248.02
A06473,23-10-2024,36617.28
A06474,11-11-2025,70653.37
A06474,24-06-2025,14783.12
A06474,28-02-2025,89411.91
A06474,28-11-2025,64550.61
A06474,29-06-2025,53900.35
A06475,16-03-2026,59337.02
A06475,17-09-2025,43907.05
A06476,16-05-2024,49728.56
A06476,20-05-2025,91764.55
A06476,30-05-2025,11196.08
A06477,03-08-2025,94663.03
A06477,08-01-2025,13926.14
A06477,30-11-2024,44798.82
A06479,29-09-2025,63527.3
A06481,07-08-2024,77116.15
A06481,17-05-2025,16056.82
A06481,20-08-2025,54329.13
A06481,29-05-2024,42588.75
A06482,17-02-2025,23108.59
A06482,22-02-2026,19466.73
A06483,01-09-2024,94196.1
A06483,18-02-2026,35772.18
A06483,24-01-2025,68146.59
A06484,09-12-2025,91577.62
A06484,17-12-2025,3561.09
A06486,03-05-2025,25178.78
A06486,19-11-2025,98073.58
A06486,26-07-2024,5267.85
A06487,03-09-2025,25898.24
A06487,09-04-2026,27460.57
A06487,14-11-2024,60109.62
A06487,15-06-2025,55909.41
A06487,22-01-2026,49330.67
A06488,05-03-2025,96058.54
A06488,15-01-2026,90674.33
A06488,25-03-2026,74524.88
A06488,27-11-2025,38282.97
A06489,09-07-2024,20463.58
A06489,10-03-2026,4220.43
A06489,21-10-2025,97206.7
A06490,01-12-2024,35830.42
A06490,12-10-2024,95878.02
A06490,19-11-2024,14761.18
A06490,28-02-2025,88018.49
A06492,24-05-2024,62836.65
A06492,26-08-2024,22679.88
A06493,20-08-2024,24144.11
A06493,29-03-2025,70361.28
A06494,01-06-2024,91170.66
A06494,01-08-2024,17742.12
A06494,27-10-2024,3332.1
A06494,28-02-2025,18127.03
A06496,11-04-2025,98921.44
A06496,12-06-2024,22903.51
A06496,21-06-2025,6363.16
A06496,25-12-2025,27981.96
A06497,06-10-2024,33113.53
A06498,01-08-2025,-19271.55
A06498,06-11-2024,78179.71
A06499,09-12-2024,95075.28
A06499,16-07-2024,44873.53
A06500,23-08-2025,32010.06
A06500,30-10-2025,87625.42
A06501,03-08-2024,11551.6
A06501,10-12-2024,80036.68
A06502,18-04-2025,14648.56
A06503,09-09-2024,67272.76
A06503,23-03-2026,61631.48
A06504,03-10-2024,80508.71
A06504,04-04-2025,86952.22
A06504,05-07-2025,64448.3
A06504,09-11-2025,12066.56
A06504,12-08-2024,5758.84
A06504,25-10-2025,7597.55
A06505,01-10-2025,48669.61
A06505,09-08-2024,56244.14
A06505,10-06-2025,18134.11
A06505,30-05-2024,62708.29
A06506,25-06-2024,13615.66
A06506,26-10-2024,40731.99
A06506,30-07-2025,90651.4
A06507,26-05-2025,6751.61
A06508,06-04-2026,7524.75
A06508,22-07-2025,25614.31
A06509,02-05-2025,53352.02
A06509,27-06-2025,99480.98
A06509,29-06-2025,53536.63
A06510,12-03-2025,24094.99
A06510,12-06-2024,50948.84
A06510,19-11-2024,97318.85
A06510,23-07-2024,21051.38
A06510,26-10-2025,7752.61
A06512,06-10-2024,85955.62
A06512,10-11-2024,21811.98
A06512,11-05-2024,82483.01
A06512,12-05-2024,56182.41
A06512,17-04-2026,73055.9
A06512,21-08-2025,69226.86
A06513,03-03-2025,58174.85
A06513,07-04-2025,91084.65
A06513,18-04-2025,84329.36
A06513,18-07-2025,64132.8
A06513,21-04-2026,30057.53
A06513,25-05-2024,84573.71
A06513,25-12-2024,46968.14
A06514,06-08-2024,73894.39
A06514,22-10-2024,24485.05
A06514,28-05-2024,50080.14
A06515,02-10-2025,60685.77
A06515,09-05-2024,50814.13
A06516,12-03-2026,29628.46
A06516,29-07-2025,63858.31
A06517,11-04-2026,75892.61
A06518,01-06-2025,99984.84
A06518,08-09-2025,68561.77
A06518,10-09-2024,32729.64
A06519,09-09-2025,73925.73
A06519,14-04-2025,85514.12
A06519,24-01-2026,64737.18
A06520,02-09-2024,4146.59
A06520,05-04-2025,51747.66
A06520,14-09-2025,60007.47
A06520,21-04-2025,57932.96
A06521,07-02-2025,89422.97
A06521,29-12-2025,83074.75
A06522,05-11-2024,91339.77
A06522,16-03-2025,5572.14
A06522,26-12-2024,77264.95
A06523,01-07-2024,38562.4
A06523,23-04-2025,65455.0
A06523,24-03-2025,-10132.34
A06524,13-02-2026,91126.29
A06525,29-06-2025,84240.42
A06526,11-03-2026,51500.21
A06526,13-07-2024,94968.42
A06526,17-04-2026,95936.76
A06527,28-08-2025,16655.74
A06527,29-12-2024,12725.87
A06528,01-10-2025,86344.33
A06528,02-11-2024,34734.55
A06528,05-11-2025,71053.82
A06528,11-12-2024,6305.87
A06528,20-09-2024,18846.96
A06529,15-08-2024,21816.71
A06529,18-06-2024,23671.95
A06529,21-10-2025,28485.79
A06530,08-12-2024,54569.75
A06530,10-04-2025,51042.35
A06531,02-07-2025,76791.03
A06531,04-02-2025,71348.69
A06531,09-06-2025,41091.49
A06532,03-05-2025,27124.44
A06532,06-11-2025,28753.57
A06532,21-11-2024,95144.91
A06533,07-07-2024,55636.81
A06534,27-11-2025,23004.83
A06535,06-03-2025,3315.04
A06535,11-06-2025,17079.74
A06535,17-05-2024,3952.57
A06536,04-02-2025,28988.5
A06536,05-02-2025,89193.15
A06536,18-03-2026,74429.59
A06536,22-04-2026,28800.2
A06537,17-04-2025,90546.99
A06537,26-07-2025,96109.4
A06538,01-07-2025,39948.05
A06538,04-02-2025,49753.9
A06538,18-09-2025,65968.6
A06538,21-01-2026,11392.3
A06539,05-02-2025,56876.87
A06539,05-03-2025,13928.53
A06539,08-01-2025,50036.61
A06540,08-08-2025,50975.56
A06541,02-08-2025,69512.29
A06541,11-10-2025,64704.7
A06541,22-02-2025,11983.9
A06542,11-07-2025,80916.55
A06542,14-04-2025,58602.3
A06542,15-10-2025,50956.84
A06542,19-10-2025,20603.49
A06542,25-02-2025,42896.14
A06543,23-08-2024,51316.42
A06544,08-12-2024,87428.55
A06544,09-06-2024,36111.77
A06544,29-01-2025,19795.37
A06545,03-07-2024,9305.34
A06545,17-01-2025,71054.13
A06545,19-04-2026,19107.57
A06546,18-02-2026,96301.41
A06546,24-11-2024,24703.42
A06547,19-10-2025,85556.36
A06547,20-08-2024,71343.99
A06547,23-06-2024,71585.49
A06548,08-10-2024,46605.08
A06548,15-12-2025,95755.96
A06548,18-08-2024,44572.57
A06548,19-02-2026,91935.45
A06548,28-04-2025,24755.0
A06549,04-05-2025,89357.64
A06549,26-04-2026,23776.03
A06550,11-10-2024,24981.5
A06550,29-08-2025,35393.39
A06550,29-12-2025,86865.46
A06551,14-03-2026,58063.54
A06552,09-01-2026,46343.71
A06552,27-12-2024,15156.05
A06553,05-05-2025,43964.93
A06553,11-12-2024,56429.33
A06553,12-04-2025,32400.49
A06554,06-04-2025,42615.93
A06554,10-04-2025,79667.11
A06554,15-01-2026,7413.28
A06554,29-01-2026,164.81
A06555,16-04-2025,35164.47
A06555,22-11-2024,65766.84
A06556,26-12-2025,82299.89
A06556,29-05-2024,2603.94
A06558,05-09-2025,63382.54
A06558,16-12-2025,82014.33
A06558,27-08-2024,8343.68
A06559,10-05-2025,71843.6
A06559,28-07-2024,51849.21
