txn_id,account_id,txn_date,txn_type,amount,channel
T017464,A07980,31-03-2025,Debit,62259.5,UPI
T017465,A03553,18-03-2025,Debit,39490.56,NEFT
T017466,A05359,19-10-2025,Credit,69740.97,ATM
T017467,A01292,19-04-2026,Credit,13325.26,NEFT
T017468,A11168,14-12-2025,Credit,82263.07,UPI
T017469,A10267,10-04-2026,Credit,4744.99,NEFT
T017470,A03606,16-03-2025,Debit,59066.8,UPI
T017471,A14663,21-05-2024,Credit,82808.83,ATM
T017472,A14547,10-01-2025,Credit,4808.57,IMPS
T017473,A06710,02-10-2024,Debit,15234.94,IMPS
T017474,A12609,15-03-2025,Credit,14479.71,IMPS
T017475,A04679,20-08-2025,Credit,66246.12,NEFT
T017476,A00897,12-02-2025,Credit,14903.71,IMPS
T017477,A03497,30-05-2025,Debit,814.99,ATM
T017478,A06399,20-02-2026,Credit,23672.75,ATM
T017479,A06553,12-04-2025,Credit,32400.49,UPI
T017480,A01435,04-01-2025,Debit,82620.12,NEFT
T017481,A03807,24-04-2026,Debit,89201.94,UPI
T017482,A08795,26-10-2024,Credit,41532.43,UPI
T017483,A03424,24-03-2026,Debit,38553.82,UPI
T017484,A10148,11-05-2025,Credit,57290.8,IMPS
T017485,A10188,24-01-2026,Debit,47353.18,IMPS
T017486,A08086,12-08-2025,Debit,2068.85,NEFT
T017487,A02299,31-10-2025,Credit,38307.33,IMPS
T017488,A09073,12-03-2026,Debit,55575.55,IMPS
T017489,A03418,13-09-2025,Credit,32427.75,UPI
T017490,A11280,28-03-2026,Credit,73474.75,UPI
T017491,A02556,07-06-2025,Debit,4234.71,ATM
T017492,A09378,21-12-2024,Debit,58765.5,NEFT
T017493,A09610,20-04-2026,Credit,25357.17,NEFT
T017494,A07791,03-04-2026,Debit,78819.95,ATM
T017495,A09282,16-09-2025,Debit,23705.82,IMPS
T017496,A06002,29-11-2025,Debit,86521.24,UPI
T017497,A09615,24-04-2025,Debit,23481.57,UPI
T017498,A02343,20-01-2026,Debit,32437.94,NEFT
T017499,A06975,24-09-2025,Debit,51115.09,ATM
T017500,A08886,01-08-2025,Debit,71992.78,IMPS
T017501,A11910,28-11-2025,Credit,49180.67,UPI
T017502,A04335,19-05-2025,Credit,73359.5,UPI
T017503,A11779,26-09-2024,Credit,70828.44,ATM
T017504,A00699,10-08-2024,Debit,3703.51,NEFT
T017505,A14408,19-10-2025,Credit,32647.36,IMPS
T017506,A01321,18-04-2026,Debit,29842.84,IMPS
T017507,A04058,21-09-2025,Credit,64798.55,ATM
T017508,A11675,01-09-2024,Debit,37514.45,NEFT
T017509,A04107,23-10-2024,Credit,6480.42,ATM
T017510,A11193,19-03-2026,Debit,53243.86,UPI
T017511,A07418,11-06-2024,Credit,56601.49,ATM
T017512,A08453,25-06-2025,Debit,59346.5,ATM
T017513,A01335,22-04-2025,Credit,88869,ATM
T017514,A04972,23-02-2025,Debit,15380.11,NEFT
T017515,A11976,04-05-2025,Credit,40639.01,UPI
T017516,A13278,06-04-2026,Debit,26444.1,UPI
T017517,A99999,25-03-2025,Debit,75821.28,IMPS
T017518,A04013,05-02-2025,Credit,36825.42,UPI
T017519,A11529,10-08-2024,Debit,2283.19,ATM
T017520,A02114,16-10-2024,Debit,21320.06,ATM
T017521,A02797,26-09-2024,Credit,86391.66,ATM
T017522,A00552,20-07-2025,Credit,52871.18,UPI
T017523,A13352,01-11-2024,Credit,72811.7,IMPS
T017524,A11742,23-11-2024,Debit,69859.64,UPI
T017525,A10090,09-01-2025,Debit,17549.49,NEFT
T017526,A13739,30-03-2025,Debit,28688.72,UPI
T017527,A14186,07-10-2025,Credit,87720.34,UPI
T017528,A08324,07-05-2025,Credit,3038.16,NEFT
T017529,A08526,17-10-2025,Debit,59543.56,ATM
T017530,A14365,25-09-2024,Debit,11627.69,IMPS
T017531,A00474,13-08-2024,Credit,98364.16,ATM
T017532,A06802,10-10-2025,Credit,50521.28,ATM
T017533,A13627,28-10-2024,Credit,97626.6,NEFT
T017534,A12911,18-01-2026,Credit,59491.13,ATM
T017535,A02228,08-09-2025,Credit,28748.19,IMPS
T017536,A14324,25-06-2024,Debit,45175.43,NEFT
T017537,A12639,20-12-2025,Credit,91741.34,NEFT
T017538,A14428,30-09-2025,Credit,35840.6,IMPS
T017539,A03066,09-11-2024,Credit,20559.26,ATM
T017540,A00563,28-10-2025,Debit,11038.97,ATM
T017541,A07845,06-01-2025,Credit,6768.16,UPI
T017542,A08543,25-04-2026,Debit,26900.42,ATM
T017543,A00577,30-03-2025,Credit,87128.86,UPI
T017544,A06250,25-02-2025,Debit,87341.37,ATM
T017545,A00348,17-08-2025,Credit,43255.52,ATM
T017546,A12189,26-04-2026,Debit,9330.91,ATM
T017547,A05077,23-09-2025,Credit,-55126.28,NEFT
T017548,A10844,23-04-2026,Debit,83322.53,NEFT
T017549,A04223,05-08-2024,Debit,91470.24,NEFT
T017550,A02286,27-11-2025,Debit,80898.88,IMPS
T017551,A03579,12-07-2025,Debit,71844.34,NEFT
T017552,A11327,23-02-2026,Credit,70940.57,UPI
T017553,A13341,13-11-2024,Credit,27251.44,UPI
T017554,A09576,16-11-2025,Credit,61826.54,IMPS
T017555,A07780,18-08-2024,Credit,28434.85,ATM
T017556,A06793,15-08-2024,Debit,95034.4,NEFT
T017557,A14913,27-10-2024,Credit,94569.19,IMPS
T017558,A12653,30-08-2024,Credit,46907.12,ATM
T017559,A03967,06-02-2025,Debit,58147.55,IMPS
T017560,A06814,25-02-2025,Debit,53536.01,IMPS
T017561,A09685,16-09-2024,Debit,5095.75,IMPS
T017562,A14319,25-11-2025,Debit,34423.82,NEFT
T017563,A01105,19-03-2026,Debit,95442.72,NEFT
T017564,A04059,06-06-2025,Credit,96175.07,NEFT
T017565,A10759,12-02-2026,Credit,85558.6,ATM
T017566,A02400,31-12-2024,Debit,77486.82,UPI
T017567,A12492,13-03-2025,Credit,59076.62,ATM
T017568,A06074,08-07-2025,Debit,21029.56,NEFT
T017569,A10895,15-06-2025,Credit,95010.81,ATM
T017570,A01650,05-06-2025,Credit,43370.24,NEFT
T017571,A13990,05-11-2024,Debit,13051.81,ATM
T017572,A04576,26-10-2025,Debit,59534.71,UPI
T017573,A99999,21-02-2026,Credit,95634.55,ATM
T017574,A05547,15-01-2025,Debit,28527.96,IMPS
T017575,A01261,28-12-2024,Credit,16606.62,IMPS
T017576,A02025,04-06-2025,Credit,45253.85,IMPS
T017577,A10341,25-02-2025,Credit,8987.39,UPI
T017578,A12774,13-12-2025,Debit,10071.72,ATM
T017579,A08214,22-03-2025,Credit,89667.13,IMPS
T017580,A07241,26-11-2025,Debit,43909.17,NEFT
T017581,A99999,09-09-2025,Credit,52077.73,NEFT
T017582,A07051,05-10-2024,Credit,36279.07,IMPS
T017583,A06639,27-04-2026,Debit,54379.47,ATM
T017584,A14045,06-10-2025,Debit,75583.73,NEFT
T017585,A12425,26-05-2025,Credit,98099.98,ATM
T017586,A09647,17-01-2026,Credit,88351.59,ATM
T017587,A08012,26-03-2026,Credit,29781.37,UPI
T017588,A07701,20-03-2026,Debit,46962.7,UPI
T017589,A08676,07-12-2025,Debit,80203.1,UPI
T017590,A00745,12-10-2025,Debit,59823,NEFT
T017591,A06857,11-06-2024,Debit,55235.9,ATM
T017592,A00884,28-07-2025,Debit,52576.39,ATM
T017593,A01839,15-10-2025,Debit,45658.31,NEFT
T017594,A08254,07-11-2025,Credit,77064.08,NEFT
T017595,A13301,03-03-2026,Credit,47769.87,ATM
T017596,A99999,06-11-2024,Credit,35651.56,NEFT
T017597,A09600,04-10-2024,Credit,20904.33,ATM
T017598,A08628,14-06-2025,Credit,50564.66,UPI
T017599,A09216,05-08-2024,Credit,3328.03,UPI
T017600,A04504,04-05-2025,Credit,36768.78,IMPS
T017601,A01708,15-10-2025,Credit,46338.12,UPI
T017602,A04068,14-10-2024,Debit,94315.29,IMPS
T017603,A08472,27-03-2026,Credit,23723.09,UPI
T017604,A99999,09-07-2024,Debit,44950.57,NEFT
T017605,A08789,27-03-2026,Debit,69103.17,NEFT
T017606,A01119,04-06-2024,Credit,65812.31,ATM
T017607,A02370,02-05-2025,Credit,82955.61,IMPS
T017608,A13659,05-11-2025,Debit,82759.58,ATM
T017609,A02782,28-04-2025,Credit,81901.24,IMPS
T017610,A00837,18-08-2024,Debit,88545.79,ATM
T017611,A11480,20-06-2025,Debit,22617.86,IMPS
T017612,A03977,07-07-2025,Debit,23069.18,IMPS
T017613,A09351,02-09-2025,Credit,94639.21,UPI
T017614,A12152,31-08-2024,Credit,86025.55,UPI
T017615,A08379,01-02-2025,Debit,11163.35,ATM
T017616,A05198,15-11-2025,Credit,-88815.05,NEFT
T017617,A05963,08-10-2025,Debit,98990.46,ATM
T017618,A14921,26-02-2025,Credit,17040.54,IMPS
T017619,A03122,29-04-2024,Debit,28017.97,NEFT
T017620,A02024,26-01-2026,Credit,15230.09,NEFT
T017621,A14529,04-07-2024,Credit,-25926.52,UPI
T017622,A08356,29-03-2026,Debit,65660.52,ATM
T017623,A12699,07-08-2024,Credit,-17766.88,IMPS
T017624,A05075,21-07-2025,Debit,27849.41,ATM
T017625,A03540,26-10-2024,Debit,42342.91,ATM
T017626,A07277,11-03-2025,Debit,47276.59,IMPS
T017627,A04166,17-02-2026,Credit,81412.88,UPI
T017628,A03513,29-07-2024,Debit,95743.38,UPI
T017629,A10697,01-02-2025,Debit,96222.95,IMPS
T017630,A08524,09-09-2025,Debit,20774.97,UPI
T017631,A08284,11-03-2026,Credit,3562.43,UPI
T017632,A08976,23-01-2025,Credit,73165.38,ATM
T017633,A10711,02-02-2026,Credit,15612.75,UPI
T017634,A13608,12-02-2026,Credit,97399.64,UPI
T017635,A06191,09-06-2024,Debit,68781.59,UPI
T017636,A13663,05-04-2025,Debit,57516.64,ATM
T017637,A12802,19-12-2024,Credit,76194.51,NEFT
T017638,A06542,25-02-2025,Credit,42896.14,IMPS
T017639,A02256,12-11-2025,Credit,97636.98,NEFT
T017640,A10189,11-02-2026,Debit,92019.39,NEFT
T017641,A09464,12-04-2025,Debit,74907.41,UPI
T017642,A99999,30-03-2026,Credit,95528.83,NEFT
T017643,A06094,13-11-2025,Credit,16355.08,ATM
T017644,A00220,01-06-2024,Debit,35427.25,NEFT
T017645,A10470,03-09-2025,Debit,31809.09,ATM
T017646,A08349,10-06-2025,Credit,88632.88,UPI
T017647,A14361,21-06-2025,Debit,74879.15,NEFT
T017648,A12717,28-08-2024,Credit,53972.53,ATM
T017649,A14859,26-05-2025,Credit,8304.71,IMPS
T017650,A05951,30-11-2025,Credit,48218.88,UPI
T017651,A08359,06-07-2025,Credit,40466.96,ATM
T017652,A10167,19-09-2024,Credit,19717.93,IMPS
T017653,A05848,12-07-2025,Debit,49383.69,NEFT
T017654,A01802,02-07-2024,Debit,79045.02,UPI
T017655,A13424,29-06-2024,Debit,68016.43,IMPS
T017656,A13290,02-07-2024,Debit,56038.58,NEFT
T017657,A09482,19-04-2025,Credit,49619.75,NEFT
T017658,A04008,04-04-2025,Debit,19938.06,ATM
T017659,A06959,29-05-2025,Debit,69219.83,UPI
T017660,A04421,24-07-2024,Debit,38161.71,NEFT
T017661,A04982,13-04-2025,Credit,99350.73,ATM
T017662,A13820,02-10-2025,Debit,19874.67,NEFT
T017663,A07951,27-12-2024,Credit,50034.65,UPI
T017664,A14088,25-03-2025,Debit,17900.51,NEFT
T017665,A12118,12-06-2025,Credit,91310.14,UPI
T017666,A14731,06-08-2024,Credit,87106.81,NEFT
T017667,A13768,14-09-2025,Debit,54160.07,IMPS
T017668,A03464,07-12-2025,Debit,66701,NEFT
T017669,A05966,14-09-2025,Credit,61070.19,NEFT
T017670,A05275,03-02-2025,Credit,15469.91,NEFT
T017671,A12707,04-01-2025,Credit,40901.12,UPI
T017672,A13750,30-08-2024,Debit,93789.58,UPI
T017673,A04170,24-05-2025,Debit,95304.49,IMPS
T017674,A07465,21-08-2025,Debit,76164.27,UPI
T017675,A06183,01-12-2025,Credit,95765.79,IMPS
T017676,A10853,07-02-2025,Credit,31778.48,ATM
T017677,A12996,30-03-2025,Debit,-49752.65,UPI
T017678,A11615,22-04-2025,Credit,-98502.17,IMPS
T017679,A09291,29-11-2025,Debit,87144.53,UPI
T017680,A04741,29-09-2025,Debit,8789.26,UPI
T017681,A05297,01-12-2024,Debit,28943.28,NEFT
T017682,A03595,12-08-2024,Credit,58897.98,UPI
T017683,A03294,25-04-2026,Debit,53665.89,IMPS
T017684,A12666,20-07-2024,Credit,23369.33,NEFT
T017685,A11657,02-11-2025,Credit,76050.61,ATM
T017686,A10899,03-03-2026,Debit,51220.34,NEFT
T017687,A11810,22-10-2024,Credit,75716.38,IMPS
T017688,A08951,31-12-2025,Debit,61584.26,ATM
T017689,A13339,11-07-2024,Credit,30059.87,IMPS
T017690,A08883,18-10-2024,Credit,88217.97,IMPS
T017691,A11490,19-01-2025,Debit,68968.39,NEFT
T017692,A05461,29-09-2025,Debit,5501.13,UPI
T017693,A13020,24-09-2024,Credit,20837.9,IMPS
T017694,A07685,01-02-2026,Credit,93550.51,ATM
T017695,A14267,22-12-2025,Credit,32620.85,IMPS
T017696,A13946,29-08-2024,Credit,66446.84,ATM
T017697,A04060,11-02-2026,Credit,38183.9,IMPS
T017698,A14554,17-11-2025,Credit,15772.66,NEFT
T017699,A05888,29-04-2025,Credit,15193.51,ATM
T017700,A08693,23-02-2026,Debit,57770.19,ATM
T017701,A10168,14-04-2026,Debit,4930.42,IMPS
T017702,A04190,06-08-2025,Debit,92389.98,UPI
T017703,A11609,13-05-2025,Credit,64599.06,ATM
T017704,A03244,06-03-2025,Debit,43506.81,IMPS
T017705,A13790,18-03-2025,Credit,27468.52,IMPS
T017706,A04679,09-07-2025,Credit,38267.55,ATM
T017707,A11903,01-01-2025,Debit,95827.9,IMPS
T017708,A01564,21-05-2025,Debit,6781.14,NEFT
T017709,A04849,13-12-2024,Debit,81787.44,NEFT
T017710,A09524,20-02-2025,Debit,67233.98,UPI
T017711,A03193,11-04-2026,Debit,76737.63,UPI
T017712,A03493,28-09-2024,Debit,3017.99,IMPS
T017713,A04997,03-01-2026,Credit,96190.47,NEFT
T017714,A09303,07-11-2025,Credit,85393.06,IMPS
T017715,A02252,16-11-2024,Debit,88615.72,UPI
T017716,A01668,14-05-2024,Credit,86547.93,IMPS
T017717,A01925,09-05-2025,Credit,27223.61,IMPS
T017718,A08692,26-12-2024,Credit,64024.95,IMPS
T017719,A06043,22-11-2025,Debit,42616.7,IMPS
T017720,A03925,11-07-2024,Debit,15704.43,IMPS
T017721,A02619,31-08-2024,Debit,48125.19,ATM
T017722,A02387,19-12-2024,Credit,78349.16,ATM
T017723,A05196,13-08-2024,Credit,55050.5,NEFT
T017724,A01810,18-02-2025,Credit,99730.26,IMPS
T017725,A10570,21-10-2024,Credit,60458.51,ATM
T017726,A05166,30-06-2024,Debit,67499.22,UPI
T017727,A02526,13-12-2025,Credit,76379.85,IMPS
T017728,A12659,18-09-2025,Credit,65586.14,ATM
T017729,A06437,30-07-2024,Credit,23665.5,NEFT
T017730,A10254,24-09-2024,Credit,72897.87,IMPS
T017731,A03776,17-03-2025,Debit,78087.87,ATM
T017732,A01434,09-06-2024,Debit,59533.4,IMPS
T017733,A04842,09-03-2025,Credit,24001.29,IMPS
T017734,A09034,22-09-2024,Debit,58350.98,NEFT
T017735,A01879,10-11-2024,Credit,587.19,NEFT
T017736,A12636,15-03-2025,Debit,7572.24,IMPS
T017737,A03669,04-03-2026,Debit,68122.65,IMPS
T017738,A07990,17-10-2024,Credit,54718.53,UPI
T017739,A07819,18-07-2024,Credit,44037.57,NEFT
T017740,A02442,01-03-2026,Credit,2536.38,IMPS
T017741,A07108,03-05-2024,Credit,48216,IMPS
T017742,A10245,14-09-2024,Debit,20718.75,UPI
T017743,A00230,07-09-2024,Credit,44188.85,UPI
T017744,A99999,25-03-2026,Debit,6195.99,IMPS
T017745,A04041,07-04-2025,Credit,57344.82,ATM
T017746,A09253,31-08-2025,Debit,11765.94,UPI
T017747,A13267,24-10-2024,Debit,85599.49,ATM
T017748,A12916,06-03-2026,Debit,51092.66,ATM
T017749,A01856,21-04-2026,Debit,67790.06,UPI
T017750,A06436,25-06-2025,Credit,91582.34,ATM
T017751,A05853,09-12-2024,Debit,77911.68,IMPS
T017752,A10153,04-10-2025,Debit,73339,IMPS
T017753,A06276,13-03-2026,Credit,94562.53,ATM
T017754,A06924,30-07-2024,Credit,19409.14,NEFT
T017755,A04649,03-09-2025,Credit,82617.85,UPI
T017756,A02186,02-03-2026,Credit,73424.75,ATM
T017757,A01068,16-04-2025,Debit,52010.61,UPI
T017758,A12397,22-11-2024,Debit,1891.63,IMPS
T017759,A99999,21-05-2024,Debit,49636.67,NEFT
T017760,A09231,22-05-2025,Credit,60635.64,UPI
T017761,A00187,03-03-2025,Credit,62058.93,ATM
T017762,A13294,30-09-2025,Debit,32580.96,ATM
T017763,A02065,30-10-2024,Debit,87164.61,ATM
T017764,A06289,16-04-2025,Credit,90015.67,UPI
T017765,A07943,02-12-2024,Credit,92956.39,IMPS
T017766,A00633,26-11-2025,Credit,79202.5,ATM
T017767,A09388,01-09-2025,Debit,61727.39,ATM
T017768,A04325,04-04-2025,Credit,97966.35,IMPS
T017769,A11927,04-08-2024,Credit,86684.78,NEFT
T017770,A11850,12-09-2024,Credit,28864.66,IMPS
T017771,A13129,25-07-2025,Debit,16661.15,ATM
T017772,A00611,28-01-2025,Debit,31862.02,IMPS
T017773,A99999,19-09-2025,Debit,52715.42,ATM
T017774,A03678,22-08-2025,Debit,3832.26,NEFT
T017775,A00055,28-01-2026,Credit,36724.11,UPI
T017776,A05125,15-04-2025,Credit,60584.45,NEFT
T017777,A07472,30-04-2025,Credit,23420.94,NEFT
T017778,A06933,19-10-2024,Credit,57638.24,IMPS
T017779,A14246,25-07-2024,Credit,1986.34,NEFT
T017780,A14437,18-02-2025,Debit,19266.24,UPI
T017781,A13568,04-02-2025,Credit,83582.24,NEFT
T017782,A08721,23-11-2025,Debit,79476.12,ATM
T017783,A01969,28-08-2024,Credit,98310.75,NEFT
T017784,A03240,01-05-2024,Debit,13292.33,UPI
T017785,A09491,31-07-2024,Debit,60907.35,IMPS
T017786,A13463,20-01-2026,Credit,18627.99,ATM
T017787,A09744,29-07-2024,Debit,81625.14,IMPS
T017788,A14676,05-10-2025,Credit,79092.67,UPI
T017789,A13335,29-08-2025,Debit,48135.76,IMPS
T017790,A02376,24-03-2025,Debit,99190.01,ATM
T017791,A10319,30-03-2026,Debit,96915.78,ATM
T017792,A05601,14-10-2024,Debit,32840,UPI
T017793,A10186,18-11-2024,Debit,47645.35,IMPS
T017794,A04255,17-10-2025,Debit,27135.2,UPI
T017795,A05671,07-08-2024,Debit,56713.06,ATM
T017796,A14781,23-08-2025,Debit,95422.11,IMPS
T017797,A13071,01-09-2025,Credit,45014.99,UPI
T017798,A10655,27-02-2026,Debit,26287.5,ATM
T017799,A01664,03-01-2025,Debit,70121.33,UPI
T017800,A08727,31-05-2024,Debit,19544.37,UPI
T017801,A02301,16-02-2026,Debit,82413.72,NEFT
T017802,A02030,18-10-2025,Debit,98849.84,NEFT
T017803,A06128,05-04-2026,Credit,7531.8,IMPS
T017804,A07700,21-03-2025,Credit,96126.12,NEFT
T017805,A04372,09-03-2026,Debit,7063.69,ATM
T017806,A10703,12-12-2025,Debit,94259.59,IMPS
T017807,A09581,05-08-2025,Debit,92068.66,IMPS
T017808,A09727,15-03-2025,Debit,50287.8,UPI
T017809,A07976,16-10-2024,Debit,10154.75,IMPS
T017810,A03171,10-09-2025,Debit,23187.78,UPI
T017811,A99999,15-10-2025,Debit,39487.2,UPI
T017812,A05220,30-05-2025,Debit,61370.09,UPI
T017813,A09190,04-11-2025,Debit,66505.3,IMPS
T017814,A14420,12-06-2025,Debit,24654.65,ATM
T017815,A08029,31-10-2024,Debit,58510.3,IMPS
T017816,A05931,08-09-2025,Debit,60283.08,NEFT
T017817,A11457,10-08-2024,Debit,28943.69,ATM
T017818,A10169,22-03-2026,Debit,9469.58,ATM
T017819,A01117,08-01-2026,Debit,64841.53,NEFT
T017820,A02433,25-01-2026,Debit,21014.52,UPI
T017821,A09089,01-09-2025,Credit,86432.58,IMPS
T017822,A08726,02-07-2025,Debit,61196.71,UPI
T017823,A05353,23-09-2024,Debit,98495.99,UPI
T017824,A10819,23-06-2024,Debit,23160.7,NEFT
T017825,A13066,18-11-2025,Credit,70812.54,UPI
T017826,A02317,20-12-2025,Credit,66818.82,NEFT
T017827,A14361,06-12-2024,Credit,12965.01,UPI
T017828,A05071,28-12-2025,Credit,13270.55,IMPS
T017829,A03869,26-05-2025,Debit,16815.12,IMPS
T017830,A00196,19-07-2024,Credit,54104.91,IMPS
T017831,A06441,04-07-2024,Debit,83927.16,IMPS
T017832,A14606,23-08-2025,Debit,33324.49,ATM
T017833,A08007,23-08-2024,Debit,88216.16,ATM
T017834,A10608,18-02-2025,Credit,18140.01,UPI
T017835,A12214,14-02-2025,Credit,17369.83,UPI
T017836,A09287,04-08-2024,Debit,99930.51,NEFT
T017837,A08992,09-12-2024,Credit,53911.12,NEFT
T017838,A05197,12-12-2024,Debit,41347.2,IMPS
T017839,A12586,15-10-2024,Credit,-82987.17,NEFT
T017840,A08145,07-05-2025,Credit,62064.57,ATM
T017841,A06542,15-10-2025,Debit,50956.84,ATM
T017842,A01965,14-02-2026,Credit,51516.12,NEFT
T017843,A05144,13-09-2025,Credit,76915.89,ATM
T017844,A02810,03-09-2024,Debit,11531.96,IMPS
T017845,A13811,16-05-2024,Debit,51338.23,ATM
T017846,A13877,17-01-2026,Debit,25079.47,IMPS
T017847,A11132,24-11-2024,Credit,80848.76,UPI
T017848,A02731,01-06-2024,Debit,66724.36,UPI
T017849,A07063,11-05-2025,Debit,74211.71,NEFT
T017850,A04419,03-11-2025,Credit,65335,IMPS
T017851,A13587,23-07-2024,Credit,46874.47,UPI
T017852,A09503,13-04-2026,Debit,72088.02,NEFT
T017853,A99999,21-06-2025,Debit,83887.16,UPI
T017854,A11163,23-09-2025,Credit,80690.93,NEFT
T017855,A11888,03-07-2024,Debit,11282.5,UPI
T017856,A05846,16-07-2025,Debit,94466.28,ATM
T017857,A06954,14-06-2024,Credit,35791.97,UPI
T017858,A09870,15-04-2025,Credit,38213.8,NEFT
T017859,A14976,09-06-2025,Debit,32722.03,NEFT
T017860,A12282,22-12-2024,Credit,34873.54,ATM
T017861,A00636,13-11-2025,Debit,84901.06,UPI
T017862,A10413,06-05-2024,Debit,9211.73,NEFT
T017863,A00949,30-04-2025,Debit,43713.33,IMPS
T017864,A03782,30-06-2025,Credit,5750.34,ATM
T017865,A07584,17-02-2026,Debit,84859.94,UPI
T017866,A02066,10-09-2025,Credit,81365.92,IMPS
T017867,A09455,16-07-2025,Credit,50348.15,ATM
T017868,A02688,31-01-2026,Credit,59692.57,IMPS
T017869,A11485,09-04-2025,Debit,29634.61,NEFT
T017870,A09454,07-02-2025,Credit,12692.43,NEFT
T017871,A09780,29-01-2026,Debit,2778.67,NEFT
T017872,A14926,23-01-2026,Credit,54378.47,ATM
T017873,A10358,12-11-2024,Credit,-41399.59,UPI
T017874,A13679,10-03-2025,Credit,52329.83,NEFT
T017875,A13498,03-05-2025,Debit,68173.5,UPI
T017876,A13992,24-03-2026,Debit,35882.17,IMPS
T017877,A14149,19-07-2024,Debit,83386.6,NEFT
T017878,A08896,13-04-2025,Credit,20819.32,UPI
T017879,A12262,31-08-2025,Credit,72694.3,NEFT
T017880,A02756,30-09-2024,Credit,52695.55,IMPS
T017881,A04547,07-10-2025,Credit,4245.71,UPI
T017882,A99999,11-05-2025,Debit,67310.98,ATM
T017883,A01095,25-07-2024,Debit,46155.11,UPI
T017884,A07365,23-12-2025,Debit,1969.18,NEFT
T017885,A03769,18-10-2025,Debit,7557.75,ATM
T017886,A06627,27-03-2026,Credit,74905.2,UPI
T017887,A12705,28-02-2025,Debit,60170.84,IMPS
T017888,A05373,17-06-2024,Credit,34240.18,UPI
T017889,A09093,13-05-2024,Credit,34226.1,IMPS
T017890,A10252,28-08-2024,Debit,78719.42,ATM
T017891,A04599,23-02-2025,Credit,91106.35,NEFT
T017892,A11666,05-09-2024,Debit,18551.05,NEFT
T017893,A01984,20-10-2024,Debit,17728.82,NEFT
T017894,A08165,27-11-2025,Debit,68207.32,IMPS
T017895,A01999,03-11-2024,Debit,14861.66,ATM
T017896,A13897,26-11-2024,Debit,9988.38,ATM
T017897,A04539,20-08-2025,Credit,47568.73,UPI
T017898,A12898,31-08-2024,Credit,26327.29,UPI
T017899,A10769,09-09-2024,Debit,10015.2,UPI
T017900,A08681,13-01-2025,Credit,38522.92,UPI
T017901,A07109,22-07-2025,Debit,89651.63,ATM
T017902,A12056,24-10-2025,Debit,77476.79,IMPS
T017903,A11162,30-01-2026,Debit,91292.68,ATM
T017904,A05902,18-07-2024,Credit,28322.47,UPI
T017905,A12188,28-12-2025,Debit,80412.12,ATM
T017906,A03222,17-05-2025,Debit,47011.14,ATM
T017907,A05053,19-12-2024,Debit,19248.08,ATM
T017908,A14648,01-12-2025,Debit,48727.81,IMPS
T017909,A10033,01-04-2025,Debit,54266.52,UPI
T017910,A01055,23-09-2025,Credit,54972.11,UPI
T017911,A06010,02-02-2025,Debit,63160.84,ATM
T017912,A12142,23-12-2025,Debit,51590.24,ATM
T017913,A10710,05-03-2025,Credit,88198.67,ATM
T017914,A11250,25-05-2024,Debit,5277.99,IMPS
T017915,A04209,30-12-2024,Credit,46805.65,ATM
T017916,A06871,11-11-2025,Debit,38572.82,ATM
T017917,A10581,04-06-2025,Debit,80249.47,IMPS
T017918,A00128,16-07-2024,Credit,8045.58,UPI
T017919,A08385,16-11-2025,Credit,60748.6,ATM
T017920,A10698,02-05-2025,Credit,99703.2,ATM
T017921,A09787,08-05-2024,Credit,14275.11,UPI
T017922,A01116,27-04-2026,Credit,24415.05,UPI
T017923,A07026,05-08-2024,Credit,48274.84,IMPS
T017924,A08578,21-02-2026,Credit,33368.72,UPI
T017925,A05839,25-03-2026,Debit,54069.4,NEFT
T017926,A02507,31-07-2024,Credit,71240,NEFT
T017927,A09212,12-02-2026,Credit,81251.58,UPI
T017928,A09412,14-08-2025,Credit,73708.14,ATM
T017929,A14008,28-07-2024,Credit,-42343.38,ATM
T017930,A12855,18-05-2025,Credit,7883.9,NEFT
T017931,A03397,29-04-2025,Debit,72767.99,IMPS
T017932,A12944,23-09-2024,Debit,35994.32,ATM
T017933,A05378,19-01-2026,Debit,71469.61,ATM
T017934,A07922,10-12-2025,Debit,49126.35,IMPS
T017935,A11213,22-09-2024,Debit,74472.71,NEFT
T017936,A01185,04-09-2024,Debit,93970.41,UPI
T017937,A08494,01-06-2024,Credit,56240.93,NEFT
T017938,A13289,27-08-2024,Debit,73610.81,IMPS
T017939,A00652,03-06-2025,Credit,17227.18,ATM
T017940,A12017,14-01-2025,Debit,53292.45,UPI
T017941,A02193,26-09-2025,Credit,9176.45,UPI
T017942,A09303,12-06-2024,Credit,26472.49,IMPS
T017943,A00301,08-01-2025,Debit,78570.67,IMPS
T017944,A10988,24-11-2024,Credit,53435.18,ATM
T017945,A13984,17-11-2024,Credit,15345.64,UPI
T017946,A05855,24-09-2025,Debit,50328.45,NEFT
T017947,A13862,25-01-2025,Debit,75720.26,UPI
T017948,A10676,29-05-2024,Credit,89350.89,NEFT
T017949,A12354,27-01-2025,Credit,2850.18,NEFT
T017950,A09559,23-04-2025,Debit,13554.5,ATM
T017951,A02055,30-05-2024,Debit,77884.43,UPI
T017952,A11413,21-08-2024,Credit,76445.07,IMPS
T017953,A10556,15-11-2024,Credit,82603.03,NEFT
T017954,A04024,28-09-2024,Credit,89664.08,ATM
